"sNR","mode","MHz","rxTime","senderDXCC","flowStartSeconds","senderCallsign","senderLocator","receiverCallsign","receiverLocator","receiverAntennaInformation","senderDXCCADIF","submode"
-4,"FT8","14.075297","2022-10-15 18:56:56","United States",1665860216,"WS4WW","FM17fo11","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-3,"FT8","14.074308","2022-10-15 18:56:56","Spain",1665860216,"EA3HBO","JN11bi","KC1QBY","FN44RG","QRP X5105 EFHW",281,
-8,"FT8","14.074464","2022-10-15 18:56:56","United States",1665860216,"WA3TUU","EN72LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.075952","2022-10-15 18:56:57","United States",1665860217,"N9YZG","EN61LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.075134","2022-10-15 18:56:59","United States",1665860219,"W5R","EM13RO","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-3,"FT8","14.075612","2022-10-15 18:57:00","United States",1665860220,"KC1QBY","FN44RG","K1RA-PI","FM18cr","Vertical",291,
-6,"FT8","14.075622","2022-10-15 18:57:00","United States",1665860220,"KC1QBY","FN44RG","KEVIN","EN90vk","Inverted V",291,
-10,"FT8","14.075614","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","N4JOM","EM93vn39",,291,
-10,"FT8","14.075616","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","WX9EP","EN54BE",,291,
-4,"FT8","14.075615","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","AC9XW","EN53OU",,291,
-14,"FT8","14.076088","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","WA3TUU","EN72LM",,291,
-15,"FT8","14.075613","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","AG4OB","EM86od28",,291,
-5,"FT8","14.075612","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","WB9HLA","EN70hk58","Alpha Delta",291,
-3,"FT8","14.075612","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","KB0V","EN40li","4el at 60 ft",291,
-14,"FT8","14.075611","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","PD1AIQ","JO22RM","GPA-50 + KT-34m2",291,
-5,"FT8","14.075619","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","KI4ABS","EM85TA",,291,
-19,"FT8","14.075615","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","KD8ATF","FM09OM",,291,
-5,"FT8","14.075618","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","KC8AAC","EN72FD",,291,
1,"FT8","14.075604","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","WB4YDL","EM56jl70mw","6-ele Yagis 120/60'",291,
-15,"FT8","14.075620","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","KX4RS","EL88WO",,291,
3,"FT8","14.075622","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","KV8C","EN82gm37",,291,
-5,"FT8","14.075615","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","WZ9Z","EN60TS",,291,
-11,"FT8","14.075617","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","W2ZI","EL99LF","HyGain AV-18HT",291,
-1,"FT8","14.075611","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","WQ5O","EN53UK","Dipole",291,
-9,"FT8","14.075650","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","K0GMK","EN34SB","ICOM 756PRO2, DIAMOND BB7V, SIGNALLINK USB, ROCHESTER MN, USA",291,
-19,"FT8","14.075618","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","KD9PXG","EN52XX",,291,
-17,"FT8","14.075614","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","AC3GI","FN21LM",,291,
-15,"FT8","14.075607","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","KD9MEQ","EM69wx80",,291,
-13,"FT8","14.075615","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","N8LRL","EN82mq00",,291,
-16,"FT8","14.075618","2022-10-15 18:57:12","United States",1665860232,"KC1QBY","FN44RG","KD9MIL","EN54tg47","Comet CHA-250B",291,
-22,"FT8","14.075626","2022-10-15 18:57:13","United States",1665860233,"KC1QBY","FN44RG","N9BHD","EN53HI","80-10 EFHW",291,
-24,"FT8","14.075644","2022-10-15 18:57:14","United States",1665860234,"KC1QBY","FN44RG","KE8DQ","EN80gh91wi","MARYSVILLE OH",291,
-15,"FT8","14.075613","2022-10-15 18:57:14","United States",1665860234,"KC1QBY","FN44RG","KD9LON","EM59fh16","Comet250",291,
-16,"FT8","14.075611","2022-10-15 18:57:14","United States",1665860234,"KC1QBY","FN44RG","KD9SZQ","EN54JT","3 ele Stepp IR @ 20m",291,
-21,"FT8","14.075547","2022-10-15 18:57:14","United States",1665860234,"KC1QBY","FN44RG","DH1NGL","JO50TE",,291,
-11,"FT8","14.075612","2022-10-15 18:57:14","United States",1665860234,"KC1QBY","FN44RG","WA9ABB","EN81eb19mg",,291,
-17,"FT8","14.075611","2022-10-15 18:57:14","United States",1665860234,"KC1QBY","FN44RG","NR0L","EN35FB","PLYMOUTH, MN",291,
-6,"FT8","14.075618","2022-10-15 18:57:14","United States",1665860234,"KC1QBY","FN44RG","K8IG","EN91gn22","IAC Double Bazooka",291,
-5,"FT8","14.075606","2022-10-15 18:57:15","United States",1665860235,"KC1QBY","FN44RG","K9IMM","EN52CV","TH-7 @ 110' or TH-7 @ 27'",291,
-9,"FT8","14.075609","2022-10-15 18:57:15","United States",1665860235,"KC1QBY","FN44RG","AC8ZF","EN82ew60",,291,
-12,"FT8","14.075620","2022-10-15 18:57:15","United States",1665860235,"KC1QBY","FN44RG","F4JNW","JN18bc","Dipole",291,
-11,"FT8","14.075628","2022-10-15 18:57:15","United States",1665860235,"KC1QBY","FN44RG","KN3A","FN10sb45fx",,291,
-22,"FT8","14.075657","2022-10-15 18:57:15","United States",1665860235,"KC1QBY","FN44RG","KD8UPV","EM79xs02",,291,
-11,"FT8","14.075618","2022-10-15 18:57:16","United States",1665860236,"KC1QBY","FN44RG","W3GQ","EM95mn39","Dipole",291,
-12,"FT8","14.075614","2022-10-15 18:57:16","United States",1665860236,"KC1QBY","FN44RG","KO4HPA","EM66rg",,291,
-19,"FT8","14.075610","2022-10-15 18:57:16","United States",1665860236,"KC1QBY","FN44RG","KQ3K","EL89XE","NA",291,
-14,"FT8","14.075009","2022-10-15 18:57:27","United States",1665860247,"WB9HLA","EN70hk58","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.075354","2022-10-15 18:57:29","United States",1665860249,"K4JGC","EM70","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.075611","2022-10-15 18:57:30","United States",1665860250,"KC1QBY","FN44RG","KL7NA","DN06sa","KLM KT-34xa",291,
-19,"FT8","14.075613","2022-10-15 18:57:42","United States",1665860262,"KC1QBY","FN44RG","HB9FIL","JN36TW",,291,
-8,"FT8","14.075612","2022-10-15 18:57:42","United States",1665860262,"KC1QBY","FN44RG","N4IRK","FM16vt72",,291,
-18,"FT8","14.075612","2022-10-15 18:57:42","United States",1665860262,"KC1QBY","FN44RG","N4OPI","EM65nw90",,291,
-12,"FT8","14.075618","2022-10-15 18:57:43","United States",1665860263,"KC1QBY","FN44RG","KD0VJS","EN35KE","20/30/40 Attic Fan Dipole",291,
-20,"FT8","14.075592","2022-10-15 18:57:44","United States",1665860264,"KC1QBY","FN44RG","KC9WI","EN55KT",,291,
-13,"FT8","14.075642","2022-10-15 18:57:44","United States",1665860264,"KC1QBY","FN44RG","K0PT","EM94JD","DELTA LOOP",291,
-18,"FT8","14.075640","2022-10-15 18:57:44","United States",1665860264,"KC1QBY","FN44RG","WB0GAG","EN41LK","G5RV Jr.",291,
-24,"FT8","14.075630","2022-10-15 18:57:44","United States",1665860264,"KC1QBY","FN44RG","K5YE","EM13ja20",,291,
-19,"FT8","14.075626","2022-10-15 18:57:44","United States",1665860264,"KC1QBY","FN44RG","W8RJC","EN72dx45","End-Fed Vertical ",291,
-15,"FT8","14.075619","2022-10-15 18:57:44","United States",1665860264,"KC1QBY","FN44RG","KD9OLN","EN71gg",,291,
-14,"FT8","14.075614","2022-10-15 18:57:45","United States",1665860265,"KC1QBY","FN44RG","WB6UTW","EN74dt",,291,
-11,"FT8","14.075618","2022-10-15 18:57:45","United States",1665860265,"KC1QBY","FN44RG","KU0HN","EN43bx65",,291,
-9,"FT8","14.075622","2022-10-15 18:57:46","United States",1665860266,"KC1QBY","FN44RG","KA9WAR","EN65CB",,291,
-9,"FT8","14.075612","2022-10-15 18:57:51","United States",1665860271,"KC1QBY","FN44RG","AE0MW","EN31CS",,291,
-16,"FT8","14.075644","2022-10-15 18:57:57","United States",1665860277,"KC1QBY","FN44RG","KJ6WKH","EM10AI","random wire",291,
-10,"FT8","14.075557","2022-10-15 18:58:00","United States",1665860280,"KC1QBY","FN44RG","K9LC","EN52mg",,291,
-18,"FT8","14.075611","2022-10-15 18:58:11","United States",1665860291,"KC1QBY","FN44RG","W3AEM","EN80KE","Rx DXE Mag loop or rndm wire, Tx rndm wire",291,
-2,"FT8","14.075612","2022-10-15 18:58:12","United States",1665860292,"KC1QBY","FN44RG","KG4NXT","FM18IO",,291,
-9,"FT8","14.075597","2022-10-15 18:58:12","United States",1665860292,"KC1QBY","FN44RG","VA3FES","EN92KV",,291,
-20,"FT8","14.075622","2022-10-15 18:58:12","United States",1665860292,"KC1QBY","FN44RG","KN4FYR","EN90HU","Buckmaster 4-band OCF",291,
-9,"FT8","14.075611","2022-10-15 18:58:12","United States",1665860292,"KC1QBY","FN44RG","WD8IIJ","EN90ql80","HEX Beam",291,
-16,"FT8","14.079636","2022-10-15 18:58:12","United States",1665860292,"KC1QBY","FN44RG","KK6BJU","EN47bv",,291,
-5,"FT8","14.075635","2022-10-15 18:58:14","United States",1665860294,"KC1QBY","FN44RG","W9JJB","EN52wc49lm",,291,
-10,"FT8","14.075207","2022-10-15 18:58:26","Netherlands",1665860306,"PD1HPB","JO22JP","KC1QBY","FN44RG","QRP X5105 EFHW",263,
-19,"FT8","14.075423","2022-10-15 18:58:26","England",1665860306,"2E0APG","IO82SP","KC1QBY","FN44RG","QRP X5105 EFHW",223,
-10,"FT8","14.075010","2022-10-15 18:58:26","Switzerland",1665860306,"HB9FIL","JN36TW","KC1QBY","FN44RG","QRP X5105 EFHW",287,
-17,"FT8","14.076432","2022-10-15 18:58:29","United States",1665860309,"WD8IIJ","EN90ql80","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-18,"FT8","14.075516","2022-10-15 18:58:30","United States",1665860310,"KC1QBY","FN44RG","KD9NYE","EN50er","Wellbrook loop",291,
-16,"FT8","14.075521","2022-10-15 18:58:41","United States",1665860321,"KC1QBY","FN44RG","WA9FCH","FM14bf00","IC-735 ATTC DIPOLE",291,
-14,"FT8","21.075610","2022-10-15 18:58:42","United States",1665860322,"KC1QBY","FN44RG","WD9JEN","EN62ac21",,291,
-5,"FT8","14.075614","2022-10-15 18:58:42","United States",1665860322,"KC1QBY","FN44RG","K9IHM","EM86fc41",,291,
-15,"FT8","14.075612","2022-10-15 18:58:42","United States",1665860322,"KC1QBY","FN44RG","KD9SPR","EN60XB","K6ARK EFHW",291,
-12,"FT8","14.075614","2022-10-15 18:58:42","United States",1665860322,"KC1QBY","FN44RG","KO4NRT","EM64OT",,291,
-22,"FT8","14.075612","2022-10-15 18:58:42","United States",1665860322,"KC1QBY","FN44RG","AI4FR","EL88TJ","270' OCFD up 30'",291,
-16,"FT8","14.075621","2022-10-15 18:58:42","United States",1665860322,"KC1QBY","FN44RG","K4KRV","EM70UK","DIPOLE",291,
-20,"FT8","14.075613","2022-10-15 18:58:42","United States",1665860322,"KC1QBY","FN44RG","KK4DBI","EL88oe18","DIPOLE",291,
-11,"FT8","14.075596","2022-10-15 18:58:42","United States",1665860322,"KC1QBY","FN44RG","W8JRH","EN72GQ",,291,
-17,"FT8","14.075614","2022-10-15 18:58:42","United States",1665860322,"KC1QBY","FN44RG","KG4KMR","EL88RN","YAESU 991A CHA EMCOMM III INV V",291,
-18,"FT8","14.075631","2022-10-15 18:58:42","United States",1665860322,"KC1QBY","FN44RG","AA5FA","EM55RQ","ZS6BKW as VEE",291,
-21,"FT8","14.075631","2022-10-15 18:58:43","United States",1665860323,"KC1QBY","FN44RG","DH8BAB","JO43BJ","Slooper  16 Mtr",291,
-16,"FT8","14.075640","2022-10-15 18:58:44","United States",1665860324,"KC1QBY","FN44RG","KF9UP","EN60MK","Gap Titan DX Vertical",291,
-15,"FT8","14.075650","2022-10-15 18:58:44","United States",1665860324,"KC1QBY","FN44RG","WA2LTC","EM55ck45",,291,
-21,"FT8","14.075610","2022-10-15 18:58:44","United States",1665860324,"KC1QBY","FN44RG","W3JEB","EL98nk92","OCF80",291,
-19,"FT8","14.075615","2022-10-15 18:58:44","United States",1665860324,"KC1QBY","FN44RG","KB9CJR","EN51XQ","full wave vert. 100w",291,
-14,"FT8","14.075622","2022-10-15 18:58:45","United States",1665860325,"KC1QBY","FN44RG","ON7YZ","JO21ja",,291,
-24,"FT8","14.075614","2022-10-15 18:58:45","United States",1665860325,"KC1QBY","FN44RG","VE6HQ","DO32BG",,291,
-20,"FT8","14.075640","2022-10-15 18:58:45","United States",1665860325,"KC1QBY","FN44RG","GM0DYU","IO97bk70","Cobweb @ 20ft",291,
-11,"FT8","14.075615","2022-10-15 18:58:45","United States",1665860325,"KC1QBY","FN44RG","KD9FQC","EM58AO",,291,
-21,"FT8","14.075618","2022-10-15 18:58:48","United States",1665860328,"KC1QBY","FN44RG","KN4WDB","FM19FC",,291,
-22,"FT8","14.075621","2022-10-15 18:58:50","United States",1665860330,"KC1QBY","FN44RG","VE7PTN","CN89AF","20m dipole",291,
-8,"FT8","14.075531","2022-10-15 18:59:00","United States",1665860340,"KC1QBY","FN44RG","WE9V","EN52xn","Dipole at 100' / 30m",291,
-11,"FT8","14.075610","2022-10-15 18:59:02","United States",1665860342,"KC1QBY","FN44RG","WD8BWF","EN63vb32","XIEGU 90, RANDOM WIRE VERTICLE IN TREE.",291,
-24,"FT8","14.075599","2022-10-15 18:59:15","United States",1665860355,"KC1QBY","FN44RG","W0BNC","DN70MQ","DIY Log Periodic",291,
-15,"FT8","14.075868","2022-10-15 18:59:26","Slovenia",1665860366,"S58WW","JN76hd56","KC1QBY","FN44RG","QRP X5105 EFHW",499,
-4,"FT8","14.075745","2022-10-15 18:59:26","United States",1665860366,"W3MTN","EM94LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.075614","2022-10-15 18:59:42","United States",1665860382,"KC1QBY","FN44RG","N8JJM","EN72BV","HUDSONVILLE MI",291,
-10,"FT8","14.075615","2022-10-15 18:59:45","United States",1665860385,"KC1QBY","FN44RG","WK2Y","EM73vu","EFHW ~20-25 feet/Hexbeam ",291,
-18,"FT8","14.075611","2022-10-15 18:59:45","United States",1665860385,"KC1QBY","FN44RG","PD1JBO","JO22pj",,291,
-15,"FT8","14.075864","2022-10-15 18:59:46","United States",1665860386,"KC1QBY","FN44RG","KF9ET","EM69rd78","Dipole",291,
-3,"FT8","14.075489","2022-10-15 18:59:56","Canada",1665860396,"VE3TKB","EN92ix","KC1QBY","FN44RG","QRP X5105 EFHW",1,
-24,"FT8","14.075621","2022-10-15 19:00:00","United States",1665860400,"KC1QBY","FN44RG","WLO/O3","EM50vo","TCI Loops",291,
-6,"FT8","14.075618","2022-10-15 19:00:12","United States",1665860412,"KC1QBY","FN44RG","VA5KEN","DO70RK","40mb EFHW in a tree",291,
-6,"FT8","14.075609","2022-10-15 19:00:12","United States",1665860412,"KC1QBY","FN44RG","KR4VT","EM78ee25",,291,
-11,"FT8","14.075616","2022-10-15 19:00:12","United States",1665860412,"KC1QBY","FN44RG","KD4LLC","FM04OD",,291,
-7,"FT8","14.075613","2022-10-15 19:00:13","United States",1665860413,"KC1QBY","FN44RG","WI0O","EN35CA",,291,
-16,"FT8","14.075616","2022-10-15 19:00:14","United States",1665860414,"KC1QBY","FN44RG","HI3MPC","FK49PK",,291,
-16,"FT8","14.075611","2022-10-15 19:00:18","United States",1665860418,"KC1QBY","FN44RG","VA3ERW","EN92PU","5W, rig QDX, Inverted V",291,
-12,"FT8","14.075546","2022-10-15 19:00:26","United States",1665860426,"WZ9Z","EN60TS","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-15,"FT8","14.076308","2022-10-15 19:00:26","United States",1665860426,"NW8D","EN81xl87","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-7,"FT8","14.076047","2022-10-15 19:00:26","United States",1665860426,"N9RDX","EN70mo61","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-12,"FT8","14.075616","2022-10-15 19:00:44","United States",1665860444,"KC1QBY","FN44RG","N5JED","EN91cj51",,291,
-16,"FT8","14.075611","2022-10-15 19:00:44","United States",1665860444,"KC1QBY","FN44RG","W8BR","EN80VC",,291,
-22,"FT8","14.074592","2022-10-15 19:00:57","United States",1665860457,"K4PAA","EM75OV","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-13,"FT8","14.074679","2022-10-15 19:01:26","United States",1665860486,"KD9FQC","EM58AO","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-18,"FT8","14.076434","2022-10-15 19:01:26","United States",1665860486,"KA9FOX","EN43KS","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-13,"FT8","14.075613","2022-10-15 19:01:44","United States",1665860504,"KC1QBY","FN44RG","WA1SXK","EM95lf57",,291,
-11,"FT8","14.076070","2022-10-15 19:01:56","United States",1665860516,"KO4CNU","FM08XX","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-20,"FT8","14.075669","2022-10-15 19:02:12","United States",1665860532,"KC1QBY","FN44RG","EI9KF","IO64TB",,291,
-11,"FT8","14.075556","2022-10-15 19:02:15","United States",1665860535,"KC1QBY","FN44RG","N0KWJ","EN34HU",,291,
-1,"FT8","14.075609","2022-10-15 19:02:45","United States",1665860565,"KC1QBY","FN44RG","K1RA-4","FM18cr","50' vertical",291,
-10,"FT8","14.075628","2022-10-15 19:03:14","United States",1665860594,"KC1QBY","FN44RG","KS4YX","EM84MR",,291,
-14,"FT8","14.074945","2022-10-15 19:03:26","United States",1665860606,"W5HVS","FM17LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-14,"FT8","14.075561","2022-10-15 19:03:44","United States",1665860624,"KC1QBY","FN44RG","KC8BQN","EN75CA",,291,
-5,"FT8","14.075622","2022-10-15 19:03:44","United States",1665860624,"KC1QBY","FN44RG","NA8A","EN91bh74ga","av-680 Hy-Gain",291,
-8,"FT8","14.075609","2022-10-15 19:03:44","United States",1665860624,"KC1QBY","FN44RG","KO4CNU","FM08XX",,291,
-9,"FT8","14.075622","2022-10-15 19:03:45","United States",1665860625,"KC1QBY","FN44RG","KC9MEG","EN52TI",,291,
1,"FT8","14.075612","2022-10-15 19:03:45","United States",1665860625,"KC1QBY","FN44RG","WV8U","EM79UB","DX Conquistador",291,
-18,"FT8","14.075622","2022-10-15 19:04:12","United States",1665860652,"KC1QBY","FN44RG","NJ8J","EM73RW","120' Ladder-line fed doublet",291,
-22,"FT8","14.075610","2022-10-15 19:04:12","United States",1665860652,"KC1QBY","FN44RG","W5KLF","EM31SJ","NA",291,
-7,"FT8","14.075619","2022-10-15 19:04:12","United States",1665860652,"KC1QBY","FN44RG","KE0JRS","EN34RM","80M OCF Dipole",291,
-17,"FT8","14.075614","2022-10-15 19:04:14","United States",1665860654,"KC1QBY","FN44RG","WA5VXI","EM25LT","NA",291,
-24,"FT8","14.075634","2022-10-15 19:04:14","United States",1665860654,"KC1QBY","FN44RG","KU4A","EM78sb44bn","3 el beam at 40'",291,
-18,"FT8","14.075637","2022-10-15 19:04:14","United States",1665860654,"KC1QBY","FN44RG","KA4RSZ","EM73us54","Various",291,
-22,"FT8","14.075613","2022-10-15 19:04:14","United States",1665860654,"KC1QBY","FN44RG","KA9FOX","EN43KS","7 Ele at 110 ft",291,
-10,"FT8","14.075567","2022-10-15 19:04:27","United States",1665860667,"KC1QBY","FN44RG","KN4LGM","EM73XK",,291,
-20,"FT8","14.075580","2022-10-15 19:04:42","United States",1665860682,"KC1QBY","FN44RG","NU0C","EN10ps69",,291,
-23,"FT8","14.075618","2022-10-15 19:04:44","United States",1665860684,"KC1QBY","FN44RG","KT4LH","EM78sb44","10/20/40/80 Fan Dipole",291,
-7,"FT8","14.075790","2022-10-15 19:05:11","United States",1665860711,"KJ4ASE","FM17GH","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-7,"FT8","14.074814","2022-10-15 19:05:11","Canada",1665860711,"VE3LON","EN93na58","KC1QBY","FN44RG","QRP X5105 EFHW",1,
-13,"FT8","14.075233","2022-10-15 19:05:11","United States",1665860711,"KA4JRY","EM83ex90","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-18,"FT8","14.075511","2022-10-15 19:05:14","Belgium",1665860714,"ON6RY","JO10WS","KC1QBY","FN44RG","QRP X5105 EFHW",209,
4,"FT8","14.074815","2022-10-15 19:05:26","United States",1665860726,"WF7B","FM16ut72","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-14,"FT8","14.074369","2022-10-15 19:05:41","United States",1665860741,"W4BAE","EL96va74","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-3,"FT8","14.075745","2022-10-15 19:05:42","Puerto Rico",1665860742,"WP4TZ","FK68","KC1QBY","FN44RG","QRP X5105 EFHW",202,
-8,"FT8","14.075333","2022-10-15 19:05:56","United States",1665860756,"KC1QBY","FN44RG","WD0FYV","FM17UA","KENWOOD TS480SAT, SIGNALINK USB, HUSTLER 5-BTV WITH 17M ADDON, 30M INVERTED V",291,
-22,"FT8","14.075337","2022-10-15 19:05:59","United States",1665860759,"KC1QBY","FN44RG","N0CML","EM48PS","71' EF",291,
-4,"FT8","14.075332","2022-10-15 19:06:01","United States",1665860761,"KC1QBY","FN44RG","KO4HXC","FM18JV","HWEF vertical",291,
-12,"FT8","14.075338","2022-10-15 19:06:27","United States",1665860787,"KC1QBY","FN44RG","VE3FIRE","EN92IX",,291,
-24,"FT8","14.075338","2022-10-15 19:06:30","United States",1665860790,"KC1QBY","FN44RG","W9AV","EN43TE",,291,
6,"FT8","14.075343","2022-10-15 19:06:30","United States",1665860790,"KC1QBY","FN44RG","K1HTV-4","FM18ap","Dipole, Beam",291,
-11,"FT8","14.074836","2022-10-15 19:06:44","United States",1665860804,"KC9TWX","EN61PO","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-11,"FT8","14.074563","2022-10-15 19:07:11","United States",1665860831,"KF0JYU","EN27LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-18,"FT8","14.075332","2022-10-15 19:07:59","United States",1665860879,"KC1QBY","FN44RG","M1KCS","JO01AK","Cobweb",291,
-17,"FT8","14.075345","2022-10-15 19:08:00","United States",1665860880,"KC1QBY","FN44RG","K1ZIK","EN92WB",,291,
-17,"FT8","14.075327","2022-10-15 19:08:30","United States",1665860910,"KC1QBY","FN44RG","N4QA","EM97QE","QDX #1 at 150 milliwatts to AH-4 and 80 meters long end-fed wire.",291,
-10,"FT8","14.075333","2022-10-15 19:08:30","United States",1665860910,"KC1QBY","FN44RG","KR4OS","EM84CI",,291,
-5,"FT8","14.074892","2022-10-15 19:10:29","United States",1665861029,"N4IRK","FM16vt72","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-7,"FT8","14.074815","2022-10-15 19:10:29","United States",1665861029,"NS4J","FM18LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-10,"FT8","14.074985","2022-10-15 19:10:59","United States",1665861059,"N8LGP","EN91LM","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-13,"FT8","14.075330","2022-10-15 19:11:12","United States",1665861072,"KC1QBY","FN44RG","WF7B","FM16ut72",,291,
-17,"FT8","14.075333","2022-10-15 19:11:12","United States",1665861072,"KC1QBY","FN44RG","WA0IAN","EN41sl25",,291,
-11,"FT8","14.075300","2022-10-15 19:11:13","United States",1665861073,"KC1QBY","FN44RG","KD3LT","FM18LX",,291,
-8,"FT8","14.075333","2022-10-15 19:11:14","United States",1665861074,"KC1QBY","FN44RG","NM4P","EM77FH","GREENSBURG KY",291,
-17,"FT8","14.075338","2022-10-15 19:11:14","United States",1665861074,"KC1QBY","FN44RG","VE4PER","EN09vx84","Dipole",291,
-12,"FT8","14.075328","2022-10-15 19:11:15","United States",1665861075,"KC1QBY","FN44RG","NG8Y","EM79wi51",,291,
-11,"FT8","14.075315","2022-10-15 19:11:42","United States",1665861102,"KC1QBY","FN44RG","AB4KN","EM73RK","Multiband EFHW-4010 wire antenna",291,
0,"FT8","14.075328","2022-10-15 19:11:42","United States",1665861102,"KC1QBY","FN44RG","K3FS","EN90xj80fq",,291,
-10,"FT8","14.075331","2022-10-15 19:11:42","United States",1665861102,"KC1QBY","FN44RG","K4AJJ","EM94ND",,291,
-12,"FT8","14.075341","2022-10-15 19:11:44","United States",1665861104,"KC1QBY","FN44RG","NN2T","EM90ed28",,291,
-14,"FT8","14.075331","2022-10-15 19:12:12","United States",1665861132,"KC1QBY","FN44RG","KM4LRH","EM50LL",,291,
-11,"FT8","14.075333","2022-10-15 19:12:12","United States",1665861132,"KC1QBY","FN44RG","WB8VZX","EN81ea39",,291,
-12,"FT8","14.075328","2022-10-15 19:12:12","United States",1665861132,"KC1QBY","FN44RG","KI4TG","EL98OK",,291,
-16,"FT8","14.075318","2022-10-15 19:12:12","United States",1665861132,"KC1QBY","FN44RG","N3LK","EM00EM",,291,
-18,"FT8","14.075332","2022-10-15 19:12:12","United States",1665861132,"KC1QBY","FN44RG","KW4J","EM63nj86ta","Vertical",291,
-9,"FT8","14.075329","2022-10-15 19:12:13","United States",1665861133,"KC1QBY","FN44RG","W3DJ","FM18QS","FLEXRADIO 6600 500' EFLW, 75M DELTA LOOP.",291,
-17,"FT8","14.075338","2022-10-15 19:12:13","United States",1665861133,"KC1QBY","FN44RG","KG5ZMQ","EM32dj21",,291,
-5,"FT8","14.075337","2022-10-15 19:12:14","United States",1665861134,"KC1QBY","FN44RG","WA5VAH","DN13SO","Hex Beam",291,
-18,"FT8","14.075332","2022-10-15 19:12:44","United States",1665861164,"KC1QBY","FN44RG","KX4WS","EL97TN","End Fed Long Wire. ",291,
-23,"FT8","14.075331","2022-10-15 19:12:44","United States",1665861164,"KC1QBY","FN44RG","KG5KUF","EM12GW",,291,
-18,"FT8","14.075335","2022-10-15 19:12:44","United States",1665861164,"KC1QBY","FN44RG","KJ5ET","EM42XH",,291,
-3,"FT8","21.075330","2022-10-15 19:12:45","United States",1665861165,"KC1QBY","FN44RG","WV8U","EM79UB","DX Conquistador",291,
-14,"FT8","14.075185","2022-10-15 19:13:26","United States",1665861206,"KD9SZQ","EN54JT","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-8,"FT8","14.074901","2022-10-15 19:13:26","United States",1665861206,"AE8JF","EN82","KC1QBY","FN44RG","QRP X5105 EFHW",291,
3,"FT8","14.075935","2022-10-15 19:13:26","United States",1665861206,"NG8Y","EM79wi51","KC1QBY","FN44RG","QRP X5105 EFHW",291,
-19,"FT8","14.075210","2022-10-15 19:14:56","United States",1665861296,"KG4KMR","EL88RN","KC1QBY","FN44RG","QRP X5105 EFHW",291,
