grid,lat,lon
KD51,-59.0,30.0
KD52,-58.0,30.0
KD53,-57.0,30.0
KD54,-56.0,30.0
KD55,-55.0,30.0
KD56,-54.0,30.0
KD57,-53.0,30.0
KD58,-52.0,30.0
KD59,-51.0,30.0
KD60,-60.0,32.0
KD61,-59.0,32.0
KD62,-58.0,32.0
KD63,-57.0,32.0
KD64,-56.0,32.0
KD65,-55.0,32.0
KD66,-54.0,32.0
KD67,-53.0,32.0
KD68,-52.0,32.0
KD69,-51.0,32.0
KD70,-60.0,34.0
KD71,-59.0,34.0
KD72,-58.0,34.0
KD73,-57.0,34.0
KD74,-56.0,34.0
KD75,-55.0,34.0
KD76,-54.0,34.0
KD77,-53.0,34.0
KD78,-52.0,34.0
KD79,-51.0,34.0
KD80,-60.0,36.0
KD81,-59.0,36.0
KD82,-58.0,36.0
KD83,-57.0,36.0
KD84,-56.0,36.0
KD85,-55.0,36.0
KD86,-54.0,36.0
KD87,-53.0,36.0
KD88,-52.0,36.0
KD89,-51.0,36.0
KD90,-60.0,38.0
KD91,-59.0,38.0
KD92,-58.0,38.0
KD93,-57.0,38.0
KD94,-56.0,38.0
KD95,-55.0,38.0
KD96,-54.0,38.0
KD97,-53.0,38.0
KD98,-52.0,38.0
KD99,-51.0,38.0
KE00,-50.0,20.0
KE01,-49.0,20.0
KE02,-48.0,20.0
KE03,-47.0,20.0
KE04,-46.0,20.0
KE05,-45.0,20.0
KE06,-44.0,20.0
KE07,-43.0,20.0
KE08,-42.0,20.0
KE09,-41.0,20.0
KE10,-50.0,22.0
KE11,-49.0,22.0
KE12,-48.0,22.0
KE13,-47.0,22.0
KE14,-46.0,22.0
KE15,-45.0,22.0
KE16,-44.0,22.0
KE17,-43.0,22.0
KE18,-42.0,22.0
KE19,-41.0,22.0
KE20,-50.0,24.0
KE21,-49.0,24.0
KE22,-48.0,24.0
KE23,-47.0,24.0
KE24,-46.0,24.0
KE25,-45.0,24.0
KE26,-44.0,24.0
KE27,-43.0,24.0
KE28,-42.0,24.0
KE29,-41.0,24.0
KE30,-50.0,26.0
KE31,-49.0,26.0
KE32,-48.0,26.0
KE33,-47.0,26.0
KE34,-46.0,26.0
KE35,-45.0,26.0
KE36,-44.0,26.0
KE37,-43.0,26.0
KE38,-42.0,26.0
KE39,-41.0,26.0
KE40,-50.0,28.0
KE41,-49.0,28.0
KE42,-48.0,28.0
KE43,-47.0,28.0
KE44,-46.0,28.0
KE45,-45.0,28.0
KE46,-44.0,28.0
KE47,-43.0,28.0
KE48,-42.0,28.0
KE49,-41.0,28.0
KE50,-50.0,30.0
KE51,-49.0,30.0
KE52,-48.0,30.0
KE53,-47.0,30.0
KE54,-46.0,30.0
KE55,-45.0,30.0
KE56,-44.0,30.0
KE57,-43.0,30.0
KE58,-42.0,30.0
KE59,-41.0,30.0
KE60,-50.0,32.0
KE61,-49.0,32.0
KE62,-48.0,32.0
KE63,-47.0,32.0
KE64,-46.0,32.0
KE65,-45.0,32.0
KE66,-44.0,32.0
KE67,-43.0,32.0
KE68,-42.0,32.0
KE69,-41.0,32.0
KE70,-50.0,34.0
KE71,-49.0,34.0
KE72,-48.0,34.0
KE73,-47.0,34.0
KE74,-46.0,34.0
KE75,-45.0,34.0
KE76,-44.0,34.0
KE77,-43.0,34.0
KE78,-42.0,34.0
KE79,-41.0,34.0
KE80,-50.0,36.0
KE81,-49.0,36.0
KE82,-48.0,36.0
KE83,-47.0,36.0
KE84,-46.0,36.0
KE85,-45.0,36.0
KE86,-44.0,36.0
KE87,-43.0,36.0
KE88,-42.0,36.0
KE89,-41.0,36.0
KE90,-50.0,38.0
KE91,-49.0,38.0
KE92,-48.0,38.0
KE93,-47.0,38.0
KE94,-46.0,38.0
KE95,-45.0,38.0
KE96,-44.0,38.0
KE97,-43.0,38.0
KE98,-42.0,38.0
KE99,-41.0,38.0
KF00,-40.0,20.0
KF01,-39.0,20.0
KF02,-38.0,20.0
KF03,-37.0,20.0
KF04,-36.0,20.0
KF05,-35.0,20.0
KF06,-34.0,20.0
KF07,-33.0,20.0
KF08,-32.0,20.0
KF09,-31.0,20.0
KF10,-40.0,22.0
KF11,-39.0,22.0
KF12,-38.0,22.0
KF13,-37.0,22.0
KF14,-36.0,22.0
KF15,-35.0,22.0
KF16,-34.0,22.0
KF17,-33.0,22.0
KF18,-32.0,22.0
KF19,-31.0,22.0
KF20,-40.0,24.0
KF21,-39.0,24.0
KF22,-38.0,24.0
KF23,-37.0,24.0
KF24,-36.0,24.0
KF25,-35.0,24.0
KF26,-34.0,24.0
KF27,-33.0,24.0
KF28,-32.0,24.0
KF29,-31.0,24.0
KF30,-40.0,26.0
KF31,-39.0,26.0
KF32,-38.0,26.0
KF33,-37.0,26.0
KF34,-36.0,26.0
KF35,-35.0,26.0
KF36,-34.0,26.0
KF37,-33.0,26.0
KF38,-32.0,26.0
KF39,-31.0,26.0
KF40,-40.0,28.0
KF41,-39.0,28.0
KF42,-38.0,28.0
KF43,-37.0,28.0
KF44,-36.0,28.0
KF45,-35.0,28.0
KF46,-34.0,28.0
KF47,-33.0,28.0
KF48,-32.0,28.0
KF49,-31.0,28.0
KF50,-40.0,30.0
KF51,-39.0,30.0
KF52,-38.0,30.0
KF53,-37.0,30.0
KF54,-36.0,30.0
KF55,-35.0,30.0
KF56,-34.0,30.0
KF57,-33.0,30.0
KF58,-32.0,30.0
KF59,-31.0,30.0
KF60,-40.0,32.0
KF61,-39.0,32.0
KF62,-38.0,32.0
KF63,-37.0,32.0
KF64,-36.0,32.0
KF65,-35.0,32.0
KF66,-34.0,32.0
KF67,-33.0,32.0
KF68,-32.0,32.0
KF69,-31.0,32.0
KF70,-40.0,34.0
KF71,-39.0,34.0
KF72,-38.0,34.0
KF73,-37.0,34.0
KF74,-36.0,34.0
KF75,-35.0,34.0
KF76,-34.0,34.0
KF77,-33.0,34.0
KF78,-32.0,34.0
KF79,-31.0,34.0
KF80,-40.0,36.0
KF81,-39.0,36.0
KF82,-38.0,36.0
KF83,-37.0,36.0
KF84,-36.0,36.0
KF85,-35.0,36.0
KF86,-34.0,36.0
KF87,-33.0,36.0
KF88,-32.0,36.0
KF89,-31.0,36.0
KF90,-40.0,38.0
KF91,-39.0,38.0
KF92,-38.0,38.0
KF93,-37.0,38.0
KF94,-36.0,38.0
KF95,-35.0,38.0
KF96,-34.0,38.0
KF97,-33.0,38.0
KF98,-32.0,38.0
KF99,-31.0,38.0
KG00,-30.0,20.0
KG01,-29.0,20.0
KG02,-28.0,20.0
KG03,-27.0,20.0
KG04,-26.0,20.0
KG05,-25.0,20.0
KG06,-24.0,20.0
KG07,-23.0,20.0
KG08,-22.0,20.0
KG09,-21.0,20.0
KG10,-30.0,22.0
KG11,-29.0,22.0
KG12,-28.0,22.0
KG13,-27.0,22.0
KG14,-26.0,22.0
KG15,-25.0,22.0
KG16,-24.0,22.0
KG17,-23.0,22.0
KG18,-22.0,22.0
KG19,-21.0,22.0
KG20,-30.0,24.0
KG21,-29.0,24.0
KG22,-28.0,24.0
KG23,-27.0,24.0
KG24,-26.0,24.0
KG25,-25.0,24.0
KG26,-24.0,24.0
KG27,-23.0,24.0
KG28,-22.0,24.0
KG29,-21.0,24.0
KG30,-30.0,26.0
KG31,-29.0,26.0
KG32,-28.0,26.0
KG33,-27.0,26.0
KG34,-26.0,26.0
KG35,-25.0,26.0
KG36,-24.0,26.0
KG37,-23.0,26.0
KG38,-22.0,26.0
KG39,-21.0,26.0
KG40,-30.0,28.0
KG41,-29.0,28.0
KG42,-28.0,28.0
KG43,-27.0,28.0
KG44,-26.0,28.0
KG45,-25.0,28.0
KG46,-24.0,28.0
KG47,-23.0,28.0
KG48,-22.0,28.0
KG49,-21.0,28.0
KG50,-30.0,30.0
KG51,-29.0,30.0
KG52,-28.0,30.0
KG53,-27.0,30.0
KG54,-26.0,30.0
KG55,-25.0,30.0
KG56,-24.0,30.0
KG57,-23.0,30.0
KG58,-22.0,30.0
KG59,-21.0,30.0
KG60,-30.0,32.0
KG61,-29.0,32.0
KG62,-28.0,32.0
KG63,-27.0,32.0
KG64,-26.0,32.0
KG65,-25.0,32.0
KG66,-24.0,32.0
KG67,-23.0,32.0
KG68,-22.0,32.0
KG69,-21.0,32.0
KG70,-30.0,34.0
KG71,-29.0,34.0
KG72,-28.0,34.0
KG73,-27.0,34.0
KG74,-26.0,34.0
KG75,-25.0,34.0
KG76,-24.0,34.0
KG77,-23.0,34.0
KG78,-22.0,34.0
KG79,-21.0,34.0
KG80,-30.0,36.0
KG81,-29.0,36.0
KG82,-28.0,36.0
KG83,-27.0,36.0
KG84,-26.0,36.0
KG85,-25.0,36.0
KG86,-24.0,36.0
KG87,-23.0,36.0
KG88,-22.0,36.0
KG89,-21.0,36.0
KG90,-30.0,38.0
KG91,-29.0,38.0
KG92,-28.0,38.0
KG93,-27.0,38.0
KG94,-26.0,38.0
KG95,-25.0,38.0
KG96,-24.0,38.0
KG97,-23.0,38.0
KG98,-22.0,38.0
KG99,-21.0,38.0
KH00,-20.0,20.0
KH01,-19.0,20.0
KH02,-18.0,20.0
KH03,-17.0,20.0
KH04,-16.0,20.0
KH05,-15.0,20.0
KH06,-14.0,20.0
KH07,-13.0,20.0
KH08,-12.0,20.0
KH09,-11.0,20.0
KH10,-20.0,22.0
KH11,-19.0,22.0
KH12,-18.0,22.0
KH13,-17.0,22.0
KH14,-16.0,22.0
KH15,-15.0,22.0
KH16,-14.0,22.0
KH17,-13.0,22.0
KH18,-12.0,22.0
KH19,-11.0,22.0
KH20,-20.0,24.0
KH21,-19.0,24.0
KH22,-18.0,24.0
KH23,-17.0,24.0
KH24,-16.0,24.0
KH25,-15.0,24.0
KH26,-14.0,24.0
KH27,-13.0,24.0
KH28,-12.0,24.0
KH29,-11.0,24.0
KH30,-20.0,26.0
KH31,-19.0,26.0
KH32,-18.0,26.0
KH33,-17.0,26.0
KH34,-16.0,26.0
KH35,-15.0,26.0
KH36,-14.0,26.0
KH37,-13.0,26.0
KH38,-12.0,26.0
KH39,-11.0,26.0
KH40,-20.0,28.0
KH41,-19.0,28.0
KH42,-18.0,28.0
KH43,-17.0,28.0
KH44,-16.0,28.0
KH45,-15.0,28.0
KH46,-14.0,28.0
KH47,-13.0,28.0
KH48,-12.0,28.0
KH49,-11.0,28.0
KH50,-20.0,30.0
KH51,-19.0,30.0
KH52,-18.0,30.0
KH53,-17.0,30.0
KH54,-16.0,30.0
KH55,-15.0,30.0
KH56,-14.0,30.0
KH57,-13.0,30.0
KH58,-12.0,30.0
KH59,-11.0,30.0
KH60,-20.0,32.0
KH61,-19.0,32.0
KH62,-18.0,32.0
KH63,-17.0,32.0
KH64,-16.0,32.0
KH65,-15.0,32.0
KH66,-14.0,32.0
KH67,-13.0,32.0
KH68,-12.0,32.0
KH69,-11.0,32.0
KH70,-20.0,34.0
KH71,-19.0,34.0
KH72,-18.0,34.0
KH73,-17.0,34.0
KH74,-16.0,34.0
KH75,-15.0,34.0
KH76,-14.0,34.0
KH77,-13.0,34.0
KH78,-12.0,34.0
KH79,-11.0,34.0
KH80,-20.0,36.0
KH81,-19.0,36.0
KH82,-18.0,36.0
KH83,-17.0,36.0
KH84,-16.0,36.0
KH85,-15.0,36.0
KH86,-14.0,36.0
KH87,-13.0,36.0
KH88,-12.0,36.0
KH89,-11.0,36.0
KH90,-20.0,38.0
KH91,-19.0,38.0
KH92,-18.0,38.0
KH93,-17.0,38.0
KH94,-16.0,38.0
KH95,-15.0,38.0
KH96,-14.0,38.0
KH97,-13.0,38.0
KH98,-12.0,38.0
KH99,-11.0,38.0
KI00,-10.0,20.0
KI01,-9.0,20.0
KI02,-8.0,20.0
KI03,-7.0,20.0
KI04,-6.0,20.0
KI05,-5.0,20.0
KI06,-4.0,20.0
KI07,-3.0,20.0
KI08,-2.0,20.0
KI09,-1.0,20.0
KI10,-10.0,22.0
KI11,-9.0,22.0
KI12,-8.0,22.0
KI13,-7.0,22.0
KI14,-6.0,22.0
KI15,-5.0,22.0
KI16,-4.0,22.0
KI17,-3.0,22.0
KI18,-2.0,22.0
KI19,-1.0,22.0
KI20,-10.0,24.0
KI21,-9.0,24.0
KI22,-8.0,24.0
KI23,-7.0,24.0
KI24,-6.0,24.0
KI25,-5.0,24.0
KI26,-4.0,24.0
KI27,-3.0,24.0
KI28,-2.0,24.0
KI29,-1.0,24.0
KI30,-10.0,26.0
KI31,-9.0,26.0
KI32,-8.0,26.0
KI33,-7.0,26.0
KI34,-6.0,26.0
KI35,-5.0,26.0
KI36,-4.0,26.0
KI37,-3.0,26.0
KI38,-2.0,26.0
KI39,-1.0,26.0
KI40,-10.0,28.0
KI41,-9.0,28.0
KI42,-8.0,28.0
KI43,-7.0,28.0
KI44,-6.0,28.0
KI45,-5.0,28.0
KI46,-4.0,28.0
KI47,-3.0,28.0
KI48,-2.0,28.0
KI49,-1.0,28.0
KI50,-10.0,30.0
KI51,-9.0,30.0
KI52,-8.0,30.0
KI53,-7.0,30.0
KI54,-6.0,30.0
KI55,-5.0,30.0
KI56,-4.0,30.0
KI57,-3.0,30.0
KI58,-2.0,30.0
KI59,-1.0,30.0
KI60,-10.0,32.0
KI61,-9.0,32.0
KI62,-8.0,32.0
KI63,-7.0,32.0
KI64,-6.0,32.0
KI65,-5.0,32.0
KI66,-4.0,32.0
KI67,-3.0,32.0
KI68,-2.0,32.0
KI69,-1.0,32.0
KI70,-10.0,34.0
KI71,-9.0,34.0
KI72,-8.0,34.0
KI73,-7.0,34.0
KI74,-6.0,34.0
KI75,-5.0,34.0
KI76,-4.0,34.0
KI77,-3.0,34.0
KI78,-2.0,34.0
KI79,-1.0,34.0
KI80,-10.0,36.0
KI81,-9.0,36.0
KI82,-8.0,36.0
KI83,-7.0,36.0
KI84,-6.0,36.0
KI85,-5.0,36.0
KI86,-4.0,36.0
KI87,-3.0,36.0
KI88,-2.0,36.0
KI89,-1.0,36.0
KI90,-10.0,38.0
KI91,-9.0,38.0
KI92,-8.0,38.0
KI93,-7.0,38.0
KI94,-6.0,38.0
KI95,-5.0,38.0
KI96,-4.0,38.0
KI97,-3.0,38.0
KI98,-2.0,38.0
KI99,-1.0,38.0
KJ00,0.0,20.0
KJ01,1.0,20.0
KJ02,2.0,20.0
KJ03,3.0,20.0
KJ04,4.0,20.0
KJ05,5.0,20.0
KJ06,6.0,20.0
KJ07,7.0,20.0
KJ08,8.0,20.0
KJ09,9.0,20.0
KJ10,0.0,22.0
KJ11,1.0,22.0
KJ12,2.0,22.0
KJ13,3.0,22.0
KJ14,4.0,22.0
KJ15,5.0,22.0
KJ16,6.0,22.0
KJ17,7.0,22.0
KJ18,8.0,22.0
KJ19,9.0,22.0
KJ20,0.0,24.0
KJ21,1.0,24.0
KJ22,2.0,24.0
KJ23,3.0,24.0
KJ24,4.0,24.0
KJ25,5.0,24.0
KJ26,6.0,24.0
KJ27,7.0,24.0
KJ28,8.0,24.0
KJ29,9.0,24.0
KJ30,0.0,26.0
KJ31,1.0,26.0
KJ32,2.0,26.0
KJ33,3.0,26.0
KJ34,4.0,26.0
KJ35,5.0,26.0
KJ36,6.0,26.0
KJ37,7.0,26.0
KJ38,8.0,26.0
KJ39,9.0,26.0
KJ40,0.0,28.0
KJ41,1.0,28.0
KJ42,2.0,28.0
KJ43,3.0,28.0
KJ44,4.0,28.0
KJ45,5.0,28.0
KJ46,6.0,28.0
KJ47,7.0,28.0
KJ48,8.0,28.0
KJ49,9.0,28.0
KJ50,0.0,30.0
KJ51,1.0,30.0
KJ52,2.0,30.0
KJ53,3.0,30.0
KJ54,4.0,30.0
KJ55,5.0,30.0
KJ56,6.0,30.0
KJ57,7.0,30.0
KJ58,8.0,30.0
KJ59,9.0,30.0
KJ60,0.0,32.0
KJ61,1.0,32.0
KJ62,2.0,32.0
KJ63,3.0,32.0
KJ64,4.0,32.0
KJ65,5.0,32.0
KJ66,6.0,32.0
KJ67,7.0,32.0
KJ68,8.0,32.0
KJ69,9.0,32.0
KJ70,0.0,34.0
KJ71,1.0,34.0
KJ72,2.0,34.0
KJ73,3.0,34.0
KJ74,4.0,34.0
KJ75,5.0,34.0
KJ76,6.0,34.0
KJ77,7.0,34.0
KJ78,8.0,34.0
KJ79,9.0,34.0
KJ80,0.0,36.0
KJ81,1.0,36.0
KJ82,2.0,36.0
KJ83,3.0,36.0
KJ84,4.0,36.0
KJ85,5.0,36.0
KJ86,6.0,36.0
KJ87,7.0,36.0
KJ88,8.0,36.0
KJ89,9.0,36.0
KJ90,0.0,38.0
KJ91,1.0,38.0
KJ92,2.0,38.0
KJ93,3.0,38.0
KJ94,4.0,38.0
KJ95,5.0,38.0
KJ96,6.0,38.0
KJ97,7.0,38.0
KJ98,8.0,38.0
KJ99,9.0,38.0
KK00,10.0,20.0
KK01,11.0,20.0
KK02,12.0,20.0
KK03,13.0,20.0
KK04,14.0,20.0
KK05,15.0,20.0
KK06,16.0,20.0
KK07,17.0,20.0
KK08,18.0,20.0
KK09,19.0,20.0
KK10,10.0,22.0
KK11,11.0,22.0
KK12,12.0,22.0
KK13,13.0,22.0
KK14,14.0,22.0
KK15,15.0,22.0
KK16,16.0,22.0
KK17,17.0,22.0
KK18,18.0,22.0
KK19,19.0,22.0
KK20,10.0,24.0
KK21,11.0,24.0
KK22,12.0,24.0
KK23,13.0,24.0
KK24,14.0,24.0
KK25,15.0,24.0
KK26,16.0,24.0
KK27,17.0,24.0
KK28,18.0,24.0
KK29,19.0,24.0
KK30,10.0,26.0
KK31,11.0,26.0
KK32,12.0,26.0
KK33,13.0,26.0
KK34,14.0,26.0
KK35,15.0,26.0
KK36,16.0,26.0
KK37,17.0,26.0
KK38,18.0,26.0
KK39,19.0,26.0
KK40,10.0,28.0
KK41,11.0,28.0
KK42,12.0,28.0
KK43,13.0,28.0
KK44,14.0,28.0
KK45,15.0,28.0
KK46,16.0,28.0
KK47,17.0,28.0
KK48,18.0,28.0
KK49,19.0,28.0
KK50,10.0,30.0
KK51,11.0,30.0
KK52,12.0,30.0
KK53,13.0,30.0
KK54,14.0,30.0
KK55,15.0,30.0
KK56,16.0,30.0
KK57,17.0,30.0
KK58,18.0,30.0
KK59,19.0,30.0
KK60,10.0,32.0
KK61,11.0,32.0
KK62,12.0,32.0
KK63,13.0,32.0
KK64,14.0,32.0
KK65,15.0,32.0
KK66,16.0,32.0
KK67,17.0,32.0
KK68,18.0,32.0
KK69,19.0,32.0
KK70,10.0,34.0
KK71,11.0,34.0
KK72,12.0,34.0
KK73,13.0,34.0
KK74,14.0,34.0
KK75,15.0,34.0
KK76,16.0,34.0
KK77,17.0,34.0
KK78,18.0,34.0
KK79,19.0,34.0
KK80,10.0,36.0
KK81,11.0,36.0
KK82,12.0,36.0
KK83,13.0,36.0
KK84,14.0,36.0
KK85,15.0,36.0
KK86,16.0,36.0
KK87,17.0,36.0
KK88,18.0,36.0
KK89,19.0,36.0
KK90,10.0,38.0
KK91,11.0,38.0
KK92,12.0,38.0
KK93,13.0,38.0
KK94,14.0,38.0
KK95,15.0,38.0
KK96,16.0,38.0
KK97,17.0,38.0
KK98,18.0,38.0
KK99,19.0,38.0
KL00,20.0,20.0
KL01,21.0,20.0
KL02,22.0,20.0
KL03,23.0,20.0
KL04,24.0,20.0
KL05,25.0,20.0
KL06,26.0,20.0
KL07,27.0,20.0
KL08,28.0,20.0
KL09,29.0,20.0
KL10,20.0,22.0
KL11,21.0,22.0
KL12,22.0,22.0
KL13,23.0,22.0
KL14,24.0,22.0
KL15,25.0,22.0
KL16,26.0,22.0
KL17,27.0,22.0
KL18,28.0,22.0
KL19,29.0,22.0
KL20,20.0,24.0
KL21,21.0,24.0
KL22,22.0,24.0
KL23,23.0,24.0
KL24,24.0,24.0
KL25,25.0,24.0
KL26,26.0,24.0
KL27,27.0,24.0
KL28,28.0,24.0
KL29,29.0,24.0
KL30,20.0,26.0
KL31,21.0,26.0
KL32,22.0,26.0
KL33,23.0,26.0
KL34,24.0,26.0
KL35,25.0,26.0
KL36,26.0,26.0
KL37,27.0,26.0
KL38,28.0,26.0
KL39,29.0,26.0
KL40,20.0,28.0
KL41,21.0,28.0
KL42,22.0,28.0
KL43,23.0,28.0
KL44,24.0,28.0
KL45,25.0,28.0
KL46,26.0,28.0
KL47,27.0,28.0
KL48,28.0,28.0
KL49,29.0,28.0
KL50,20.0,30.0
KL51,21.0,30.0
KL52,22.0,30.0
KL53,23.0,30.0
KL54,24.0,30.0
KL55,25.0,30.0
KL56,26.0,30.0
KL57,27.0,30.0
KL58,28.0,30.0
KL59,29.0,30.0
KL60,20.0,32.0
KL61,21.0,32.0
KL62,22.0,32.0
KL63,23.0,32.0
KL64,24.0,32.0
KL65,25.0,32.0
KL66,26.0,32.0
KL67,27.0,32.0
KL68,28.0,32.0
KL69,29.0,32.0
KL70,20.0,34.0
KL71,21.0,34.0
KL72,22.0,34.0
KL73,23.0,34.0
KL74,24.0,34.0
KL75,25.0,34.0
KL76,26.0,34.0
KL77,27.0,34.0
KL78,28.0,34.0
KL79,29.0,34.0
KL80,20.0,36.0
KL81,21.0,36.0
KL82,22.0,36.0
KL83,23.0,36.0
KL84,24.0,36.0
KL85,25.0,36.0
KL86,26.0,36.0
KL87,27.0,36.0
KL88,28.0,36.0
KL89,29.0,36.0
KL90,20.0,38.0
KL91,21.0,38.0
KL92,22.0,38.0
KL93,23.0,38.0
KL94,24.0,38.0
KL95,25.0,38.0
KL96,26.0,38.0
KL97,27.0,38.0
KL98,28.0,38.0
KL99,29.0,38.0
KM00,30.0,20.0
KM01,31.0,20.0
KM02,32.0,20.0
KM03,33.0,20.0
KM04,34.0,20.0
KM05,35.0,20.0
KM06,36.0,20.0
KM07,37.0,20.0
KM08,38.0,20.0
KM09,39.0,20.0
KM10,30.0,22.0
KM11,31.0,22.0
KM12,32.0,22.0
KM13,33.0,22.0
KM14,34.0,22.0
KM15,35.0,22.0
KM16,36.0,22.0
KM17,37.0,22.0
KM18,38.0,22.0
KM19,39.0,22.0
KM20,30.0,24.0
KM21,31.0,24.0
KM22,32.0,24.0
KM23,33.0,24.0
KM24,34.0,24.0
KM25,35.0,24.0
KM26,36.0,24.0
KM27,37.0,24.0
KM28,38.0,24.0
KM29,39.0,24.0
KM30,30.0,26.0
KM31,31.0,26.0
KM32,32.0,26.0
KM33,33.0,26.0
KM34,34.0,26.0
KM35,35.0,26.0
KM36,36.0,26.0
KM37,37.0,26.0
KM38,38.0,26.0
KM39,39.0,26.0
KM40,30.0,28.0
KM41,31.0,28.0
KM42,32.0,28.0
KM43,33.0,28.0
KM44,34.0,28.0
KM45,35.0,28.0
KM46,36.0,28.0
KM47,37.0,28.0
KM48,38.0,28.0
KM49,39.0,28.0
KM50,30.0,30.0
KM51,31.0,30.0
KM52,32.0,30.0
KM53,33.0,30.0
KM54,34.0,30.0
KM55,35.0,30.0
KM56,36.0,30.0
KM57,37.0,30.0
KM58,38.0,30.0
KM59,39.0,30.0
KM60,30.0,32.0
KM61,31.0,32.0
KM62,32.0,32.0
KM63,33.0,32.0
KM64,34.0,32.0
KM65,35.0,32.0
KM66,36.0,32.0
KM67,37.0,32.0
KM68,38.0,32.0
KM69,39.0,32.0
KM70,30.0,34.0
KM71,31.0,34.0
KM72,32.0,34.0
KM73,33.0,34.0
KM74,34.0,34.0
KM75,35.0,34.0
KM76,36.0,34.0
KM77,37.0,34.0
KM78,38.0,34.0
KM79,39.0,34.0
KM80,30.0,36.0
KM81,31.0,36.0
KM82,32.0,36.0
KM83,33.0,36.0
KM84,34.0,36.0
KM85,35.0,36.0
KM86,36.0,36.0
KM87,37.0,36.0
KM88,38.0,36.0
KM89,39.0,36.0
KM90,30.0,38.0
KM91,31.0,38.0
KM92,32.0,38.0
KM93,33.0,38.0
KM94,34.0,38.0
KM95,35.0,38.0
KM96,36.0,38.0
KM97,37.0,38.0
KM98,38.0,38.0
KM99,39.0,38.0
KN00,40.0,20.0
KN01,41.0,20.0
KN02,42.0,20.0
KN03,43.0,20.0
KN04,44.0,20.0
KN05,45.0,20.0
KN06,46.0,20.0
KN07,47.0,20.0
KN08,48.0,20.0
KN09,49.0,20.0
KN10,40.0,22.0
KN11,41.0,22.0
KN12,42.0,22.0
KN13,43.0,22.0
KN14,44.0,22.0
KN15,45.0,22.0
KN16,46.0,22.0
KN17,47.0,22.0
KN18,48.0,22.0
KN19,49.0,22.0
KN20,40.0,24.0
KN21,41.0,24.0
KN22,42.0,24.0
KN23,43.0,24.0
KN24,44.0,24.0
KN25,45.0,24.0
KN26,46.0,24.0
KN27,47.0,24.0
KN28,48.0,24.0
KN29,49.0,24.0
KN30,40.0,26.0
KN31,41.0,26.0
KN32,42.0,26.0
KN33,43.0,26.0
KN34,44.0,26.0
KN35,45.0,26.0
KN36,46.0,26.0
KN37,47.0,26.0
KN38,48.0,26.0
KN39,49.0,26.0
KN40,40.0,28.0
KN41,41.0,28.0
KN42,42.0,28.0
KN43,43.0,28.0
KN44,44.0,28.0
KN45,45.0,28.0
KN46,46.0,28.0
KN47,47.0,28.0
KN48,48.0,28.0
KN49,49.0,28.0
KN50,40.0,30.0
KN51,41.0,30.0
KN52,42.0,30.0
KN53,43.0,30.0
KN54,44.0,30.0
KN55,45.0,30.0
KN56,46.0,30.0
KN57,47.0,30.0
KN58,48.0,30.0
KN59,49.0,30.0
KN60,40.0,32.0
KN61,41.0,32.0
KN62,42.0,32.0
KN63,43.0,32.0
KN64,44.0,32.0
KN65,45.0,32.0
KN66,46.0,32.0
KN67,47.0,32.0
KN68,48.0,32.0
KN69,49.0,32.0
KN70,40.0,34.0
KN71,41.0,34.0
KN72,42.0,34.0
KN73,43.0,34.0
KN74,44.0,34.0
KN75,45.0,34.0
KN76,46.0,34.0
KN77,47.0,34.0
KN78,48.0,34.0
KN79,49.0,34.0
KN80,40.0,36.0
KN81,41.0,36.0
KN82,42.0,36.0
KN83,43.0,36.0
KN84,44.0,36.0
KN85,45.0,36.0
KN86,46.0,36.0
KN87,47.0,36.0
KN88,48.0,36.0
KN89,49.0,36.0
KN90,40.0,38.0
KN91,41.0,38.0
KN92,42.0,38.0
KN93,43.0,38.0
KN94,44.0,38.0
KN95,45.0,38.0
KN96,46.0,38.0
KN97,47.0,38.0
KN98,48.0,38.0
KN99,49.0,38.0
KO00,50.0,20.0
KO01,51.0,20.0
KO02,52.0,20.0
KO03,53.0,20.0
KO04,54.0,20.0
KO05,55.0,20.0
KO06,56.0,20.0
KO07,57.0,20.0
KO08,58.0,20.0
KO09,59.0,20.0
KO10,50.0,22.0
KO11,51.0,22.0
KO12,52.0,22.0
KO13,53.0,22.0
KO14,54.0,22.0
KO15,55.0,22.0
KO16,56.0,22.0
KO17,57.0,22.0
KO18,58.0,22.0
KO19,59.0,22.0
KO20,50.0,24.0
KO21,51.0,24.0
KO22,52.0,24.0
KO23,53.0,24.0
KO24,54.0,24.0
KO25,55.0,24.0
KO26,56.0,24.0
KO27,57.0,24.0
KO28,58.0,24.0
KO29,59.0,24.0
KO30,50.0,26.0
KO31,51.0,26.0
KO32,52.0,26.0
KO33,53.0,26.0
KO34,54.0,26.0
KO35,55.0,26.0
KO36,56.0,26.0
KO37,57.0,26.0
KO38,58.0,26.0
KO39,59.0,26.0
KO40,50.0,28.0
KO41,51.0,28.0
KO42,52.0,28.0
KO43,53.0,28.0
KO44,54.0,28.0
KO45,55.0,28.0
KO46,56.0,28.0
KO47,57.0,28.0
KO48,58.0,28.0
KO49,59.0,28.0
KO50,50.0,30.0
KO51,51.0,30.0
KO52,52.0,30.0
KO53,53.0,30.0
KO54,54.0,30.0
KO55,55.0,30.0
KO56,56.0,30.0
KO57,57.0,30.0
KO58,58.0,30.0
KO59,59.0,30.0
KO60,50.0,32.0
KO61,51.0,32.0
