grid,lon_lat
IL43,"(-12.0, 23.0)"
IL44,"(-12.0, 24.0)"
IL45,"(-12.0, 25.0)"
IL46,"(-12.0, 26.0)"
IL47,"(-12.0, 27.0)"
IL48,"(-12.0, 28.0)"
IL49,"(-12.0, 29.0)"
IL50,"(-10.0, 20.0)"
IL51,"(-10.0, 21.0)"
IL52,"(-10.0, 22.0)"
IL53,"(-10.0, 23.0)"
IL54,"(-10.0, 24.0)"
IL55,"(-10.0, 25.0)"
IL56,"(-10.0, 26.0)"
IL57,"(-10.0, 27.0)"
IL58,"(-10.0, 28.0)"
IL59,"(-10.0, 29.0)"
IL60,"(-8.0, 20.0)"
IL61,"(-8.0, 21.0)"
IL62,"(-8.0, 22.0)"
IL63,"(-8.0, 23.0)"
IL64,"(-8.0, 24.0)"
IL65,"(-8.0, 25.0)"
IL66,"(-8.0, 26.0)"
IL67,"(-8.0, 27.0)"
IL68,"(-8.0, 28.0)"
IL69,"(-8.0, 29.0)"
IL70,"(-6.0, 20.0)"
IL71,"(-6.0, 21.0)"
IL72,"(-6.0, 22.0)"
IL73,"(-6.0, 23.0)"
IL74,"(-6.0, 24.0)"
IL75,"(-6.0, 25.0)"
IL76,"(-6.0, 26.0)"
IL77,"(-6.0, 27.0)"
IL78,"(-6.0, 28.0)"
IL79,"(-6.0, 29.0)"
IL80,"(-4.0, 20.0)"
IL81,"(-4.0, 21.0)"
IL82,"(-4.0, 22.0)"
IL83,"(-4.0, 23.0)"
IL84,"(-4.0, 24.0)"
IL85,"(-4.0, 25.0)"
IL86,"(-4.0, 26.0)"
IL87,"(-4.0, 27.0)"
IL88,"(-4.0, 28.0)"
IL89,"(-4.0, 29.0)"
IL90,"(-2.0, 20.0)"
IL91,"(-2.0, 21.0)"
IL92,"(-2.0, 22.0)"
IL93,"(-2.0, 23.0)"
IL94,"(-2.0, 24.0)"
IL95,"(-2.0, 25.0)"
IL96,"(-2.0, 26.0)"
IL97,"(-2.0, 27.0)"
IL98,"(-2.0, 28.0)"
IL99,"(-2.0, 29.0)"
IM00,"(-20.0, 30.0)"
IM01,"(-20.0, 31.0)"
IM02,"(-20.0, 32.0)"
IM03,"(-20.0, 33.0)"
IM04,"(-20.0, 34.0)"
IM05,"(-20.0, 35.0)"
IM06,"(-20.0, 36.0)"
IM07,"(-20.0, 37.0)"
IM08,"(-20.0, 38.0)"
IM09,"(-20.0, 39.0)"
IM10,"(-18.0, 30.0)"
IM11,"(-18.0, 31.0)"
IM12,"(-18.0, 32.0)"
IM13,"(-18.0, 33.0)"
IM14,"(-18.0, 34.0)"
IM15,"(-18.0, 35.0)"
IM16,"(-18.0, 36.0)"
IM17,"(-18.0, 37.0)"
IM18,"(-18.0, 38.0)"
IM19,"(-18.0, 39.0)"
IM20,"(-16.0, 30.0)"
IM21,"(-16.0, 31.0)"
IM22,"(-16.0, 32.0)"
IM23,"(-16.0, 33.0)"
IM24,"(-16.0, 34.0)"
IM25,"(-16.0, 35.0)"
IM26,"(-16.0, 36.0)"
IM27,"(-16.0, 37.0)"
IM28,"(-16.0, 38.0)"
IM29,"(-16.0, 39.0)"
IM30,"(-14.0, 30.0)"
IM31,"(-14.0, 31.0)"
IM32,"(-14.0, 32.0)"
IM33,"(-14.0, 33.0)"
IM34,"(-14.0, 34.0)"
IM35,"(-14.0, 35.0)"
IM36,"(-14.0, 36.0)"
IM37,"(-14.0, 37.0)"
IM38,"(-14.0, 38.0)"
IM39,"(-14.0, 39.0)"
IM40,"(-12.0, 30.0)"
IM41,"(-12.0, 31.0)"
IM42,"(-12.0, 32.0)"
IM43,"(-12.0, 33.0)"
IM44,"(-12.0, 34.0)"
IM45,"(-12.0, 35.0)"
IM46,"(-12.0, 36.0)"
IM47,"(-12.0, 37.0)"
IM48,"(-12.0, 38.0)"
IM49,"(-12.0, 39.0)"
IM50,"(-10.0, 30.0)"
IM51,"(-10.0, 31.0)"
IM52,"(-10.0, 32.0)"
IM53,"(-10.0, 33.0)"
IM54,"(-10.0, 34.0)"
IM55,"(-10.0, 35.0)"
IM56,"(-10.0, 36.0)"
IM57,"(-10.0, 37.0)"
IM58,"(-10.0, 38.0)"
IM59,"(-10.0, 39.0)"
IM60,"(-8.0, 30.0)"
IM61,"(-8.0, 31.0)"
IM62,"(-8.0, 32.0)"
IM63,"(-8.0, 33.0)"
IM64,"(-8.0, 34.0)"
IM65,"(-8.0, 35.0)"
IM66,"(-8.0, 36.0)"
IM67,"(-8.0, 37.0)"
IM68,"(-8.0, 38.0)"
IM69,"(-8.0, 39.0)"
IM70,"(-6.0, 30.0)"
IM71,"(-6.0, 31.0)"
IM72,"(-6.0, 32.0)"
IM73,"(-6.0, 33.0)"
IM74,"(-6.0, 34.0)"
IM75,"(-6.0, 35.0)"
IM76,"(-6.0, 36.0)"
IM77,"(-6.0, 37.0)"
IM78,"(-6.0, 38.0)"
IM79,"(-6.0, 39.0)"
IM80,"(-4.0, 30.0)"
IM81,"(-4.0, 31.0)"
IM82,"(-4.0, 32.0)"
IM83,"(-4.0, 33.0)"
IM84,"(-4.0, 34.0)"
IM85,"(-4.0, 35.0)"
IM86,"(-4.0, 36.0)"
IM87,"(-4.0, 37.0)"
IM88,"(-4.0, 38.0)"
IM89,"(-4.0, 39.0)"
IM90,"(-2.0, 30.0)"
IM91,"(-2.0, 31.0)"
IM92,"(-2.0, 32.0)"
IM93,"(-2.0, 33.0)"
IM94,"(-2.0, 34.0)"
IM95,"(-2.0, 35.0)"
IM96,"(-2.0, 36.0)"
IM97,"(-2.0, 37.0)"
IM98,"(-2.0, 38.0)"
IM99,"(-2.0, 39.0)"
IN00,"(-20.0, 40.0)"
IN01,"(-20.0, 41.0)"
IN02,"(-20.0, 42.0)"
IN03,"(-20.0, 43.0)"
IN04,"(-20.0, 44.0)"
IN05,"(-20.0, 45.0)"
IN06,"(-20.0, 46.0)"
IN07,"(-20.0, 47.0)"
IN08,"(-20.0, 48.0)"
IN09,"(-20.0, 49.0)"
IN10,"(-18.0, 40.0)"
IN11,"(-18.0, 41.0)"
IN12,"(-18.0, 42.0)"
IN13,"(-18.0, 43.0)"
IN14,"(-18.0, 44.0)"
IN15,"(-18.0, 45.0)"
IN16,"(-18.0, 46.0)"
IN17,"(-18.0, 47.0)"
IN18,"(-18.0, 48.0)"
IN19,"(-18.0, 49.0)"
IN20,"(-16.0, 40.0)"
IN21,"(-16.0, 41.0)"
IN22,"(-16.0, 42.0)"
IN23,"(-16.0, 43.0)"
IN24,"(-16.0, 44.0)"
IN25,"(-16.0, 45.0)"
IN26,"(-16.0, 46.0)"
IN27,"(-16.0, 47.0)"
IN28,"(-16.0, 48.0)"
IN29,"(-16.0, 49.0)"
IN30,"(-14.0, 40.0)"
IN31,"(-14.0, 41.0)"
IN32,"(-14.0, 42.0)"
IN33,"(-14.0, 43.0)"
IN34,"(-14.0, 44.0)"
IN35,"(-14.0, 45.0)"
IN36,"(-14.0, 46.0)"
IN37,"(-14.0, 47.0)"
IN38,"(-14.0, 48.0)"
IN39,"(-14.0, 49.0)"
IN40,"(-12.0, 40.0)"
IN41,"(-12.0, 41.0)"
IN42,"(-12.0, 42.0)"
IN43,"(-12.0, 43.0)"
IN44,"(-12.0, 44.0)"
IN45,"(-12.0, 45.0)"
IN46,"(-12.0, 46.0)"
IN47,"(-12.0, 47.0)"
IN48,"(-12.0, 48.0)"
IN49,"(-12.0, 49.0)"
IN50,"(-10.0, 40.0)"
IN51,"(-10.0, 41.0)"
IN52,"(-10.0, 42.0)"
IN53,"(-10.0, 43.0)"
IN54,"(-10.0, 44.0)"
IN55,"(-10.0, 45.0)"
IN56,"(-10.0, 46.0)"
IN57,"(-10.0, 47.0)"
IN58,"(-10.0, 48.0)"
IN59,"(-10.0, 49.0)"
IN60,"(-8.0, 40.0)"
IN61,"(-8.0, 41.0)"
IN62,"(-8.0, 42.0)"
IN63,"(-8.0, 43.0)"
IN64,"(-8.0, 44.0)"
IN65,"(-8.0, 45.0)"
IN66,"(-8.0, 46.0)"
IN67,"(-8.0, 47.0)"
IN68,"(-8.0, 48.0)"
IN69,"(-8.0, 49.0)"
IN70,"(-6.0, 40.0)"
IN71,"(-6.0, 41.0)"
IN72,"(-6.0, 42.0)"
IN73,"(-6.0, 43.0)"
IN74,"(-6.0, 44.0)"
IN75,"(-6.0, 45.0)"
IN76,"(-6.0, 46.0)"
IN77,"(-6.0, 47.0)"
IN78,"(-6.0, 48.0)"
IN79,"(-6.0, 49.0)"
IN80,"(-4.0, 40.0)"
IN81,"(-4.0, 41.0)"
IN82,"(-4.0, 42.0)"
IN83,"(-4.0, 43.0)"
IN84,"(-4.0, 44.0)"
IN85,"(-4.0, 45.0)"
IN86,"(-4.0, 46.0)"
IN87,"(-4.0, 47.0)"
IN88,"(-4.0, 48.0)"
IN89,"(-4.0, 49.0)"
IN90,"(-2.0, 40.0)"
IN91,"(-2.0, 41.0)"
IN92,"(-2.0, 42.0)"
IN93,"(-2.0, 43.0)"
IN94,"(-2.0, 44.0)"
IN95,"(-2.0, 45.0)"
IN96,"(-2.0, 46.0)"
IN97,"(-2.0, 47.0)"
IN98,"(-2.0, 48.0)"
IN99,"(-2.0, 49.0)"
IO00,"(-20.0, 50.0)"
IO01,"(-20.0, 51.0)"
IO02,"(-20.0, 52.0)"
IO03,"(-20.0, 53.0)"
IO04,"(-20.0, 54.0)"
IO05,"(-20.0, 55.0)"
IO06,"(-20.0, 56.0)"
IO07,"(-20.0, 57.0)"
IO08,"(-20.0, 58.0)"
IO09,"(-20.0, 59.0)"
IO10,"(-18.0, 50.0)"
IO11,"(-18.0, 51.0)"
IO12,"(-18.0, 52.0)"
IO13,"(-18.0, 53.0)"
IO14,"(-18.0, 54.0)"
IO15,"(-18.0, 55.0)"
IO16,"(-18.0, 56.0)"
IO17,"(-18.0, 57.0)"
IO18,"(-18.0, 58.0)"
IO19,"(-18.0, 59.0)"
IO20,"(-16.0, 50.0)"
IO21,"(-16.0, 51.0)"
IO22,"(-16.0, 52.0)"
IO23,"(-16.0, 53.0)"
IO24,"(-16.0, 54.0)"
IO25,"(-16.0, 55.0)"
IO26,"(-16.0, 56.0)"
IO27,"(-16.0, 57.0)"
IO28,"(-16.0, 58.0)"
IO29,"(-16.0, 59.0)"
IO30,"(-14.0, 50.0)"
IO31,"(-14.0, 51.0)"
IO32,"(-14.0, 52.0)"
IO33,"(-14.0, 53.0)"
IO34,"(-14.0, 54.0)"
IO35,"(-14.0, 55.0)"
IO36,"(-14.0, 56.0)"
IO37,"(-14.0, 57.0)"
IO38,"(-14.0, 58.0)"
IO39,"(-14.0, 59.0)"
IO40,"(-12.0, 50.0)"
IO41,"(-12.0, 51.0)"
IO42,"(-12.0, 52.0)"
IO43,"(-12.0, 53.0)"
IO44,"(-12.0, 54.0)"
IO45,"(-12.0, 55.0)"
IO46,"(-12.0, 56.0)"
IO47,"(-12.0, 57.0)"
IO48,"(-12.0, 58.0)"
IO49,"(-12.0, 59.0)"
IO50,"(-10.0, 50.0)"
IO51,"(-10.0, 51.0)"
IO52,"(-10.0, 52.0)"
IO53,"(-10.0, 53.0)"
IO54,"(-10.0, 54.0)"
IO55,"(-10.0, 55.0)"
IO56,"(-10.0, 56.0)"
IO57,"(-10.0, 57.0)"
IO58,"(-10.0, 58.0)"
IO59,"(-10.0, 59.0)"
IO60,"(-8.0, 50.0)"
IO61,"(-8.0, 51.0)"
IO62,"(-8.0, 52.0)"
IO63,"(-8.0, 53.0)"
IO64,"(-8.0, 54.0)"
IO65,"(-8.0, 55.0)"
IO66,"(-8.0, 56.0)"
IO67,"(-8.0, 57.0)"
IO68,"(-8.0, 58.0)"
IO69,"(-8.0, 59.0)"
IO70,"(-6.0, 50.0)"
IO71,"(-6.0, 51.0)"
IO72,"(-6.0, 52.0)"
IO73,"(-6.0, 53.0)"
IO74,"(-6.0, 54.0)"
IO75,"(-6.0, 55.0)"
IO76,"(-6.0, 56.0)"
IO77,"(-6.0, 57.0)"
IO78,"(-6.0, 58.0)"
IO79,"(-6.0, 59.0)"
IO80,"(-4.0, 50.0)"
IO81,"(-4.0, 51.0)"
IO82,"(-4.0, 52.0)"
IO83,"(-4.0, 53.0)"
IO84,"(-4.0, 54.0)"
IO85,"(-4.0, 55.0)"
IO86,"(-4.0, 56.0)"
IO87,"(-4.0, 57.0)"
IO88,"(-4.0, 58.0)"
IO89,"(-4.0, 59.0)"
IO90,"(-2.0, 50.0)"
IO91,"(-2.0, 51.0)"
IO92,"(-2.0, 52.0)"
IO93,"(-2.0, 53.0)"
IO94,"(-2.0, 54.0)"
IO95,"(-2.0, 55.0)"
IO96,"(-2.0, 56.0)"
IO97,"(-2.0, 57.0)"
IO98,"(-2.0, 58.0)"
IO99,"(-2.0, 59.0)"
IP00,"(-20.0, 60.0)"
IP01,"(-20.0, 61.0)"
IP02,"(-20.0, 62.0)"
IP03,"(-20.0, 63.0)"
IP04,"(-20.0, 64.0)"
IP05,"(-20.0, 65.0)"
IP06,"(-20.0, 66.0)"
IP07,"(-20.0, 67.0)"
IP08,"(-20.0, 68.0)"
IP09,"(-20.0, 69.0)"
IP10,"(-18.0, 60.0)"
IP11,"(-18.0, 61.0)"
IP12,"(-18.0, 62.0)"
IP13,"(-18.0, 63.0)"
IP14,"(-18.0, 64.0)"
IP15,"(-18.0, 65.0)"
IP16,"(-18.0, 66.0)"
IP17,"(-18.0, 67.0)"
IP18,"(-18.0, 68.0)"
IP19,"(-18.0, 69.0)"
IP20,"(-16.0, 60.0)"
IP21,"(-16.0, 61.0)"
IP22,"(-16.0, 62.0)"
IP23,"(-16.0, 63.0)"
IP24,"(-16.0, 64.0)"
IP25,"(-16.0, 65.0)"
IP26,"(-16.0, 66.0)"
IP27,"(-16.0, 67.0)"
IP28,"(-16.0, 68.0)"
IP29,"(-16.0, 69.0)"
IP30,"(-14.0, 60.0)"
IP31,"(-14.0, 61.0)"
IP32,"(-14.0, 62.0)"
IP33,"(-14.0, 63.0)"
IP34,"(-14.0, 64.0)"
IP35,"(-14.0, 65.0)"
IP36,"(-14.0, 66.0)"
IP37,"(-14.0, 67.0)"
IP38,"(-14.0, 68.0)"
IP39,"(-14.0, 69.0)"
IP40,"(-12.0, 60.0)"
IP41,"(-12.0, 61.0)"
IP42,"(-12.0, 62.0)"
IP43,"(-12.0, 63.0)"
IP44,"(-12.0, 64.0)"
IP45,"(-12.0, 65.0)"
IP46,"(-12.0, 66.0)"
IP47,"(-12.0, 67.0)"
IP48,"(-12.0, 68.0)"
IP49,"(-12.0, 69.0)"
IP50,"(-10.0, 60.0)"
IP51,"(-10.0, 61.0)"
IP52,"(-10.0, 62.0)"
IP53,"(-10.0, 63.0)"
IP54,"(-10.0, 64.0)"
IP55,"(-10.0, 65.0)"
IP56,"(-10.0, 66.0)"
IP57,"(-10.0, 67.0)"
IP58,"(-10.0, 68.0)"
IP59,"(-10.0, 69.0)"
IP60,"(-8.0, 60.0)"
IP61,"(-8.0, 61.0)"
IP62,"(-8.0, 62.0)"
IP63,"(-8.0, 63.0)"
IP64,"(-8.0, 64.0)"
IP65,"(-8.0, 65.0)"
IP66,"(-8.0, 66.0)"
IP67,"(-8.0, 67.0)"
IP68,"(-8.0, 68.0)"
IP69,"(-8.0, 69.0)"
IP70,"(-6.0, 60.0)"
IP71,"(-6.0, 61.0)"
IP72,"(-6.0, 62.0)"
IP73,"(-6.0, 63.0)"
IP74,"(-6.0, 64.0)"
IP75,"(-6.0, 65.0)"
IP76,"(-6.0, 66.0)"
IP77,"(-6.0, 67.0)"
IP78,"(-6.0, 68.0)"
IP79,"(-6.0, 69.0)"
IP80,"(-4.0, 60.0)"
IP81,"(-4.0, 61.0)"
IP82,"(-4.0, 62.0)"
IP83,"(-4.0, 63.0)"
IP84,"(-4.0, 64.0)"
IP85,"(-4.0, 65.0)"
IP86,"(-4.0, 66.0)"
IP87,"(-4.0, 67.0)"
IP88,"(-4.0, 68.0)"
IP89,"(-4.0, 69.0)"
IP90,"(-2.0, 60.0)"
IP91,"(-2.0, 61.0)"
IP92,"(-2.0, 62.0)"
IP93,"(-2.0, 63.0)"
IP94,"(-2.0, 64.0)"
IP95,"(-2.0, 65.0)"
IP96,"(-2.0, 66.0)"
IP97,"(-2.0, 67.0)"
IP98,"(-2.0, 68.0)"
IP99,"(-2.0, 69.0)"
IQ00,"(-20.0, 70.0)"
IQ01,"(-20.0, 71.0)"
IQ02,"(-20.0, 72.0)"
IQ03,"(-20.0, 73.0)"
IQ04,"(-20.0, 74.0)"
IQ05,"(-20.0, 75.0)"
IQ06,"(-20.0, 76.0)"
IQ07,"(-20.0, 77.0)"
IQ08,"(-20.0, 78.0)"
IQ09,"(-20.0, 79.0)"
IQ10,"(-18.0, 70.0)"
IQ11,"(-18.0, 71.0)"
IQ12,"(-18.0, 72.0)"
IQ13,"(-18.0, 73.0)"
IQ14,"(-18.0, 74.0)"
IQ15,"(-18.0, 75.0)"
IQ16,"(-18.0, 76.0)"
IQ17,"(-18.0, 77.0)"
IQ18,"(-18.0, 78.0)"
IQ19,"(-18.0, 79.0)"
IQ20,"(-16.0, 70.0)"
IQ21,"(-16.0, 71.0)"
IQ22,"(-16.0, 72.0)"
IQ23,"(-16.0, 73.0)"
IQ24,"(-16.0, 74.0)"
IQ25,"(-16.0, 75.0)"
IQ26,"(-16.0, 76.0)"
IQ27,"(-16.0, 77.0)"
IQ28,"(-16.0, 78.0)"
IQ29,"(-16.0, 79.0)"
IQ30,"(-14.0, 70.0)"
IQ31,"(-14.0, 71.0)"
IQ32,"(-14.0, 72.0)"
IQ33,"(-14.0, 73.0)"
IQ34,"(-14.0, 74.0)"
IQ35,"(-14.0, 75.0)"
IQ36,"(-14.0, 76.0)"
IQ37,"(-14.0, 77.0)"
IQ38,"(-14.0, 78.0)"
IQ39,"(-14.0, 79.0)"
IQ40,"(-12.0, 70.0)"
IQ41,"(-12.0, 71.0)"
IQ42,"(-12.0, 72.0)"
IQ43,"(-12.0, 73.0)"
IQ44,"(-12.0, 74.0)"
IQ45,"(-12.0, 75.0)"
IQ46,"(-12.0, 76.0)"
IQ47,"(-12.0, 77.0)"
IQ48,"(-12.0, 78.0)"
IQ49,"(-12.0, 79.0)"
IQ50,"(-10.0, 70.0)"
IQ51,"(-10.0, 71.0)"
IQ52,"(-10.0, 72.0)"
IQ53,"(-10.0, 73.0)"
IQ54,"(-10.0, 74.0)"
IQ55,"(-10.0, 75.0)"
IQ56,"(-10.0, 76.0)"
IQ57,"(-10.0, 77.0)"
IQ58,"(-10.0, 78.0)"
IQ59,"(-10.0, 79.0)"
IQ60,"(-8.0, 70.0)"
IQ61,"(-8.0, 71.0)"
IQ62,"(-8.0, 72.0)"
IQ63,"(-8.0, 73.0)"
IQ64,"(-8.0, 74.0)"
IQ65,"(-8.0, 75.0)"
IQ66,"(-8.0, 76.0)"
IQ67,"(-8.0, 77.0)"
IQ68,"(-8.0, 78.0)"
IQ69,"(-8.0, 79.0)"
IQ70,"(-6.0, 70.0)"
IQ71,"(-6.0, 71.0)"
IQ72,"(-6.0, 72.0)"
IQ73,"(-6.0, 73.0)"
IQ74,"(-6.0, 74.0)"
IQ75,"(-6.0, 75.0)"
IQ76,"(-6.0, 76.0)"
IQ77,"(-6.0, 77.0)"
IQ78,"(-6.0, 78.0)"
IQ79,"(-6.0, 79.0)"
IQ80,"(-4.0, 70.0)"
IQ81,"(-4.0, 71.0)"
IQ82,"(-4.0, 72.0)"
IQ83,"(-4.0, 73.0)"
IQ84,"(-4.0, 74.0)"
IQ85,"(-4.0, 75.0)"
IQ86,"(-4.0, 76.0)"
IQ87,"(-4.0, 77.0)"
IQ88,"(-4.0, 78.0)"
IQ89,"(-4.0, 79.0)"
IQ90,"(-2.0, 70.0)"
IQ91,"(-2.0, 71.0)"
IQ92,"(-2.0, 72.0)"
IQ93,"(-2.0, 73.0)"
IQ94,"(-2.0, 74.0)"
IQ95,"(-2.0, 75.0)"
IQ96,"(-2.0, 76.0)"
IQ97,"(-2.0, 77.0)"
IQ98,"(-2.0, 78.0)"
IQ99,"(-2.0, 79.0)"
IR00,"(-20.0, 80.0)"
IR01,"(-20.0, 81.0)"
IR02,"(-20.0, 82.0)"
IR03,"(-20.0, 83.0)"
IR04,"(-20.0, 84.0)"
IR05,"(-20.0, 85.0)"
IR06,"(-20.0, 86.0)"
IR07,"(-20.0, 87.0)"
IR08,"(-20.0, 88.0)"
IR09,"(-20.0, 89.0)"
IR10,"(-18.0, 80.0)"
IR11,"(-18.0, 81.0)"
IR12,"(-18.0, 82.0)"
IR13,"(-18.0, 83.0)"
IR14,"(-18.0, 84.0)"
IR15,"(-18.0, 85.0)"
IR16,"(-18.0, 86.0)"
IR17,"(-18.0, 87.0)"
IR18,"(-18.0, 88.0)"
IR19,"(-18.0, 89.0)"
IR20,"(-16.0, 80.0)"
IR21,"(-16.0, 81.0)"
IR22,"(-16.0, 82.0)"
IR23,"(-16.0, 83.0)"
IR24,"(-16.0, 84.0)"
IR25,"(-16.0, 85.0)"
IR26,"(-16.0, 86.0)"
IR27,"(-16.0, 87.0)"
IR28,"(-16.0, 88.0)"
IR29,"(-16.0, 89.0)"
IR30,"(-14.0, 80.0)"
IR31,"(-14.0, 81.0)"
IR32,"(-14.0, 82.0)"
IR33,"(-14.0, 83.0)"
IR34,"(-14.0, 84.0)"
IR35,"(-14.0, 85.0)"
IR36,"(-14.0, 86.0)"
IR37,"(-14.0, 87.0)"
IR38,"(-14.0, 88.0)"
IR39,"(-14.0, 89.0)"
IR40,"(-12.0, 80.0)"
IR41,"(-12.0, 81.0)"
IR42,"(-12.0, 82.0)"
IR43,"(-12.0, 83.0)"
IR44,"(-12.0, 84.0)"
IR45,"(-12.0, 85.0)"
IR46,"(-12.0, 86.0)"
IR47,"(-12.0, 87.0)"
IR48,"(-12.0, 88.0)"
IR49,"(-12.0, 89.0)"
IR50,"(-10.0, 80.0)"
IR51,"(-10.0, 81.0)"
IR52,"(-10.0, 82.0)"
IR53,"(-10.0, 83.0)"
IR54,"(-10.0, 84.0)"
IR55,"(-10.0, 85.0)"
IR56,"(-10.0, 86.0)"
IR57,"(-10.0, 87.0)"
IR58,"(-10.0, 88.0)"
IR59,"(-10.0, 89.0)"
IR60,"(-8.0, 80.0)"
IR61,"(-8.0, 81.0)"
IR62,"(-8.0, 82.0)"
IR63,"(-8.0, 83.0)"
IR64,"(-8.0, 84.0)"
IR65,"(-8.0, 85.0)"
IR66,"(-8.0, 86.0)"
IR67,"(-8.0, 87.0)"
IR68,"(-8.0, 88.0)"
IR69,"(-8.0, 89.0)"
IR70,"(-6.0, 80.0)"
IR71,"(-6.0, 81.0)"
IR72,"(-6.0, 82.0)"
IR73,"(-6.0, 83.0)"
IR74,"(-6.0, 84.0)"
IR75,"(-6.0, 85.0)"
IR76,"(-6.0, 86.0)"
IR77,"(-6.0, 87.0)"
IR78,"(-6.0, 88.0)"
IR79,"(-6.0, 89.0)"
IR80,"(-4.0, 80.0)"
IR81,"(-4.0, 81.0)"
IR82,"(-4.0, 82.0)"
IR83,"(-4.0, 83.0)"
IR84,"(-4.0, 84.0)"
IR85,"(-4.0, 85.0)"
IR86,"(-4.0, 86.0)"
IR87,"(-4.0, 87.0)"
IR88,"(-4.0, 88.0)"
IR89,"(-4.0, 89.0)"
IR90,"(-2.0, 80.0)"
IR91,"(-2.0, 81.0)"
IR92,"(-2.0, 82.0)"
IR93,"(-2.0, 83.0)"
IR94,"(-2.0, 84.0)"
IR95,"(-2.0, 85.0)"
IR96,"(-2.0, 86.0)"
IR97,"(-2.0, 87.0)"
IR98,"(-2.0, 88.0)"
IR99,"(-2.0, 89.0)"
JA00,"(0.0, -90.0)"
JA01,"(0.0, -89.0)"
JA02,"(0.0, -88.0)"
JA03,"(0.0, -87.0)"
JA04,"(0.0, -86.0)"
JA05,"(0.0, -85.0)"
JA06,"(0.0, -84.0)"
JA07,"(0.0, -83.0)"
JA08,"(0.0, -82.0)"
JA09,"(0.0, -81.0)"
JA10,"(2.0, -90.0)"
JA11,"(2.0, -89.0)"
JA12,"(2.0, -88.0)"
JA13,"(2.0, -87.0)"
JA14,"(2.0, -86.0)"
JA15,"(2.0, -85.0)"
JA16,"(2.0, -84.0)"
JA17,"(2.0, -83.0)"
JA18,"(2.0, -82.0)"
JA19,"(2.0, -81.0)"
JA20,"(4.0, -90.0)"
JA21,"(4.0, -89.0)"
JA22,"(4.0, -88.0)"
JA23,"(4.0, -87.0)"
JA24,"(4.0, -86.0)"
JA25,"(4.0, -85.0)"
JA26,"(4.0, -84.0)"
JA27,"(4.0, -83.0)"
JA28,"(4.0, -82.0)"
JA29,"(4.0, -81.0)"
JA30,"(6.0, -90.0)"
JA31,"(6.0, -89.0)"
JA32,"(6.0, -88.0)"
JA33,"(6.0, -87.0)"
JA34,"(6.0, -86.0)"
JA35,"(6.0, -85.0)"
JA36,"(6.0, -84.0)"
JA37,"(6.0, -83.0)"
JA38,"(6.0, -82.0)"
JA39,"(6.0, -81.0)"
JA40,"(8.0, -90.0)"
JA41,"(8.0, -89.0)"
JA42,"(8.0, -88.0)"
JA43,"(8.0, -87.0)"
JA44,"(8.0, -86.0)"
JA45,"(8.0, -85.0)"
JA46,"(8.0, -84.0)"
JA47,"(8.0, -83.0)"
JA48,"(8.0, -82.0)"
JA49,"(8.0, -81.0)"
JA50,"(10.0, -90.0)"
JA51,"(10.0, -89.0)"
JA52,"(10.0, -88.0)"
JA53,"(10.0, -87.0)"
JA54,"(10.0, -86.0)"
JA55,"(10.0, -85.0)"
JA56,"(10.0, -84.0)"
JA57,"(10.0, -83.0)"
JA58,"(10.0, -82.0)"
JA59,"(10.0, -81.0)"
JA60,"(12.0, -90.0)"
JA61,"(12.0, -89.0)"
JA62,"(12.0, -88.0)"
JA63,"(12.0, -87.0)"
JA64,"(12.0, -86.0)"
JA65,"(12.0, -85.0)"
JA66,"(12.0, -84.0)"
JA67,"(12.0, -83.0)"
JA68,"(12.0, -82.0)"
JA69,"(12.0, -81.0)"
JA70,"(14.0, -90.0)"
JA71,"(14.0, -89.0)"
JA72,"(14.0, -88.0)"
JA73,"(14.0, -87.0)"
JA74,"(14.0, -86.0)"
JA75,"(14.0, -85.0)"
JA76,"(14.0, -84.0)"
JA77,"(14.0, -83.0)"
JA78,"(14.0, -82.0)"
JA79,"(14.0, -81.0)"
JA80,"(16.0, -90.0)"
JA81,"(16.0, -89.0)"
JA82,"(16.0, -88.0)"
JA83,"(16.0, -87.0)"
JA84,"(16.0, -86.0)"
JA85,"(16.0, -85.0)"
JA86,"(16.0, -84.0)"
JA87,"(16.0, -83.0)"
JA88,"(16.0, -82.0)"
JA89,"(16.0, -81.0)"
JA90,"(18.0, -90.0)"
JA91,"(18.0, -89.0)"
JA92,"(18.0, -88.0)"
JA93,"(18.0, -87.0)"
JA94,"(18.0, -86.0)"
JA95,"(18.0, -85.0)"
JA96,"(18.0, -84.0)"
JA97,"(18.0, -83.0)"
JA98,"(18.0, -82.0)"
JA99,"(18.0, -81.0)"
JB00,"(0.0, -80.0)"
JB01,"(0.0, -79.0)"
JB02,"(0.0, -78.0)"
JB03,"(0.0, -77.0)"
JB04,"(0.0, -76.0)"
JB05,"(0.0, -75.0)"
JB06,"(0.0, -74.0)"
JB07,"(0.0, -73.0)"
JB08,"(0.0, -72.0)"
JB09,"(0.0, -71.0)"
JB10,"(2.0, -80.0)"
JB11,"(2.0, -79.0)"
JB12,"(2.0, -78.0)"
JB13,"(2.0, -77.0)"
JB14,"(2.0, -76.0)"
JB15,"(2.0, -75.0)"
JB16,"(2.0, -74.0)"
JB17,"(2.0, -73.0)"
JB18,"(2.0, -72.0)"
JB19,"(2.0, -71.0)"
JB20,"(4.0, -80.0)"
