grid,lon_lat
ID66,"(-8.0, -54.0)"
ID67,"(-8.0, -53.0)"
ID68,"(-8.0, -52.0)"
ID69,"(-8.0, -51.0)"
ID70,"(-6.0, -60.0)"
ID71,"(-6.0, -59.0)"
ID72,"(-6.0, -58.0)"
ID73,"(-6.0, -57.0)"
ID74,"(-6.0, -56.0)"
ID75,"(-6.0, -55.0)"
ID76,"(-6.0, -54.0)"
ID77,"(-6.0, -53.0)"
ID78,"(-6.0, -52.0)"
ID79,"(-6.0, -51.0)"
ID80,"(-4.0, -60.0)"
ID81,"(-4.0, -59.0)"
ID82,"(-4.0, -58.0)"
ID83,"(-4.0, -57.0)"
ID84,"(-4.0, -56.0)"
ID85,"(-4.0, -55.0)"
ID86,"(-4.0, -54.0)"
ID87,"(-4.0, -53.0)"
ID88,"(-4.0, -52.0)"
ID89,"(-4.0, -51.0)"
ID90,"(-2.0, -60.0)"
ID91,"(-2.0, -59.0)"
ID92,"(-2.0, -58.0)"
ID93,"(-2.0, -57.0)"
ID94,"(-2.0, -56.0)"
ID95,"(-2.0, -55.0)"
ID96,"(-2.0, -54.0)"
ID97,"(-2.0, -53.0)"
ID98,"(-2.0, -52.0)"
ID99,"(-2.0, -51.0)"
IE00,"(-20.0, -50.0)"
IE01,"(-20.0, -49.0)"
IE02,"(-20.0, -48.0)"
IE03,"(-20.0, -47.0)"
IE04,"(-20.0, -46.0)"
IE05,"(-20.0, -45.0)"
IE06,"(-20.0, -44.0)"
IE07,"(-20.0, -43.0)"
IE08,"(-20.0, -42.0)"
IE09,"(-20.0, -41.0)"
IE10,"(-18.0, -50.0)"
IE11,"(-18.0, -49.0)"
IE12,"(-18.0, -48.0)"
IE13,"(-18.0, -47.0)"
IE14,"(-18.0, -46.0)"
IE15,"(-18.0, -45.0)"
IE16,"(-18.0, -44.0)"
IE17,"(-18.0, -43.0)"
IE18,"(-18.0, -42.0)"
IE19,"(-18.0, -41.0)"
IE20,"(-16.0, -50.0)"
IE21,"(-16.0, -49.0)"
IE22,"(-16.0, -48.0)"
IE23,"(-16.0, -47.0)"
IE24,"(-16.0, -46.0)"
IE25,"(-16.0, -45.0)"
IE26,"(-16.0, -44.0)"
IE27,"(-16.0, -43.0)"
IE28,"(-16.0, -42.0)"
IE29,"(-16.0, -41.0)"
IE30,"(-14.0, -50.0)"
IE31,"(-14.0, -49.0)"
IE32,"(-14.0, -48.0)"
IE33,"(-14.0, -47.0)"
IE34,"(-14.0, -46.0)"
IE35,"(-14.0, -45.0)"
IE36,"(-14.0, -44.0)"
IE37,"(-14.0, -43.0)"
IE38,"(-14.0, -42.0)"
IE39,"(-14.0, -41.0)"
IE40,"(-12.0, -50.0)"
IE41,"(-12.0, -49.0)"
IE42,"(-12.0, -48.0)"
IE43,"(-12.0, -47.0)"
IE44,"(-12.0, -46.0)"
IE45,"(-12.0, -45.0)"
IE46,"(-12.0, -44.0)"
IE47,"(-12.0, -43.0)"
IE48,"(-12.0, -42.0)"
IE49,"(-12.0, -41.0)"
IE50,"(-10.0, -50.0)"
IE51,"(-10.0, -49.0)"
IE52,"(-10.0, -48.0)"
IE53,"(-10.0, -47.0)"
IE54,"(-10.0, -46.0)"
IE55,"(-10.0, -45.0)"
IE56,"(-10.0, -44.0)"
IE57,"(-10.0, -43.0)"
IE58,"(-10.0, -42.0)"
IE59,"(-10.0, -41.0)"
IE60,"(-8.0, -50.0)"
IE61,"(-8.0, -49.0)"
IE62,"(-8.0, -48.0)"
IE63,"(-8.0, -47.0)"
IE64,"(-8.0, -46.0)"
IE65,"(-8.0, -45.0)"
IE66,"(-8.0, -44.0)"
IE67,"(-8.0, -43.0)"
IE68,"(-8.0, -42.0)"
IE69,"(-8.0, -41.0)"
IE70,"(-6.0, -50.0)"
IE71,"(-6.0, -49.0)"
IE72,"(-6.0, -48.0)"
IE73,"(-6.0, -47.0)"
IE74,"(-6.0, -46.0)"
IE75,"(-6.0, -45.0)"
IE76,"(-6.0, -44.0)"
IE77,"(-6.0, -43.0)"
IE78,"(-6.0, -42.0)"
IE79,"(-6.0, -41.0)"
IE80,"(-4.0, -50.0)"
IE81,"(-4.0, -49.0)"
IE82,"(-4.0, -48.0)"
IE83,"(-4.0, -47.0)"
IE84,"(-4.0, -46.0)"
IE85,"(-4.0, -45.0)"
IE86,"(-4.0, -44.0)"
IE87,"(-4.0, -43.0)"
IE88,"(-4.0, -42.0)"
IE89,"(-4.0, -41.0)"
IE90,"(-2.0, -50.0)"
IE91,"(-2.0, -49.0)"
IE92,"(-2.0, -48.0)"
IE93,"(-2.0, -47.0)"
IE94,"(-2.0, -46.0)"
IE95,"(-2.0, -45.0)"
IE96,"(-2.0, -44.0)"
IE97,"(-2.0, -43.0)"
IE98,"(-2.0, -42.0)"
IE99,"(-2.0, -41.0)"
IF00,"(-20.0, -40.0)"
IF01,"(-20.0, -39.0)"
IF02,"(-20.0, -38.0)"
IF03,"(-20.0, -37.0)"
IF04,"(-20.0, -36.0)"
IF05,"(-20.0, -35.0)"
IF06,"(-20.0, -34.0)"
IF07,"(-20.0, -33.0)"
IF08,"(-20.0, -32.0)"
IF09,"(-20.0, -31.0)"
IF10,"(-18.0, -40.0)"
IF11,"(-18.0, -39.0)"
IF12,"(-18.0, -38.0)"
IF13,"(-18.0, -37.0)"
IF14,"(-18.0, -36.0)"
IF15,"(-18.0, -35.0)"
IF16,"(-18.0, -34.0)"
IF17,"(-18.0, -33.0)"
IF18,"(-18.0, -32.0)"
IF19,"(-18.0, -31.0)"
IF20,"(-16.0, -40.0)"
IF21,"(-16.0, -39.0)"
IF22,"(-16.0, -38.0)"
IF23,"(-16.0, -37.0)"
IF24,"(-16.0, -36.0)"
IF25,"(-16.0, -35.0)"
IF26,"(-16.0, -34.0)"
IF27,"(-16.0, -33.0)"
IF28,"(-16.0, -32.0)"
IF29,"(-16.0, -31.0)"
IF30,"(-14.0, -40.0)"
IF31,"(-14.0, -39.0)"
IF32,"(-14.0, -38.0)"
IF33,"(-14.0, -37.0)"
IF34,"(-14.0, -36.0)"
IF35,"(-14.0, -35.0)"
IF36,"(-14.0, -34.0)"
IF37,"(-14.0, -33.0)"
IF38,"(-14.0, -32.0)"
IF39,"(-14.0, -31.0)"
IF40,"(-12.0, -40.0)"
IF41,"(-12.0, -39.0)"
IF42,"(-12.0, -38.0)"
IF43,"(-12.0, -37.0)"
IF44,"(-12.0, -36.0)"
IF45,"(-12.0, -35.0)"
IF46,"(-12.0, -34.0)"
IF47,"(-12.0, -33.0)"
IF48,"(-12.0, -32.0)"
IF49,"(-12.0, -31.0)"
IF50,"(-10.0, -40.0)"
IF51,"(-10.0, -39.0)"
IF52,"(-10.0, -38.0)"
IF53,"(-10.0, -37.0)"
IF54,"(-10.0, -36.0)"
IF55,"(-10.0, -35.0)"
IF56,"(-10.0, -34.0)"
IF57,"(-10.0, -33.0)"
IF58,"(-10.0, -32.0)"
IF59,"(-10.0, -31.0)"
IF60,"(-8.0, -40.0)"
IF61,"(-8.0, -39.0)"
IF62,"(-8.0, -38.0)"
IF63,"(-8.0, -37.0)"
IF64,"(-8.0, -36.0)"
IF65,"(-8.0, -35.0)"
IF66,"(-8.0, -34.0)"
IF67,"(-8.0, -33.0)"
IF68,"(-8.0, -32.0)"
IF69,"(-8.0, -31.0)"
IF70,"(-6.0, -40.0)"
IF71,"(-6.0, -39.0)"
IF72,"(-6.0, -38.0)"
IF73,"(-6.0, -37.0)"
IF74,"(-6.0, -36.0)"
IF75,"(-6.0, -35.0)"
IF76,"(-6.0, -34.0)"
IF77,"(-6.0, -33.0)"
IF78,"(-6.0, -32.0)"
IF79,"(-6.0, -31.0)"
IF80,"(-4.0, -40.0)"
IF81,"(-4.0, -39.0)"
IF82,"(-4.0, -38.0)"
IF83,"(-4.0, -37.0)"
IF84,"(-4.0, -36.0)"
IF85,"(-4.0, -35.0)"
IF86,"(-4.0, -34.0)"
IF87,"(-4.0, -33.0)"
IF88,"(-4.0, -32.0)"
IF89,"(-4.0, -31.0)"
IF90,"(-2.0, -40.0)"
IF91,"(-2.0, -39.0)"
IF92,"(-2.0, -38.0)"
IF93,"(-2.0, -37.0)"
IF94,"(-2.0, -36.0)"
IF95,"(-2.0, -35.0)"
IF96,"(-2.0, -34.0)"
IF97,"(-2.0, -33.0)"
IF98,"(-2.0, -32.0)"
IF99,"(-2.0, -31.0)"
IG00,"(-20.0, -30.0)"
IG01,"(-20.0, -29.0)"
IG02,"(-20.0, -28.0)"
IG03,"(-20.0, -27.0)"
IG04,"(-20.0, -26.0)"
IG05,"(-20.0, -25.0)"
IG06,"(-20.0, -24.0)"
IG07,"(-20.0, -23.0)"
IG08,"(-20.0, -22.0)"
IG09,"(-20.0, -21.0)"
IG10,"(-18.0, -30.0)"
IG11,"(-18.0, -29.0)"
IG12,"(-18.0, -28.0)"
IG13,"(-18.0, -27.0)"
IG14,"(-18.0, -26.0)"
IG15,"(-18.0, -25.0)"
IG16,"(-18.0, -24.0)"
IG17,"(-18.0, -23.0)"
IG18,"(-18.0, -22.0)"
IG19,"(-18.0, -21.0)"
IG20,"(-16.0, -30.0)"
IG21,"(-16.0, -29.0)"
IG22,"(-16.0, -28.0)"
IG23,"(-16.0, -27.0)"
IG24,"(-16.0, -26.0)"
IG25,"(-16.0, -25.0)"
IG26,"(-16.0, -24.0)"
IG27,"(-16.0, -23.0)"
IG28,"(-16.0, -22.0)"
IG29,"(-16.0, -21.0)"
IG30,"(-14.0, -30.0)"
IG31,"(-14.0, -29.0)"
IG32,"(-14.0, -28.0)"
IG33,"(-14.0, -27.0)"
IG34,"(-14.0, -26.0)"
IG35,"(-14.0, -25.0)"
IG36,"(-14.0, -24.0)"
IG37,"(-14.0, -23.0)"
IG38,"(-14.0, -22.0)"
IG39,"(-14.0, -21.0)"
IG40,"(-12.0, -30.0)"
IG41,"(-12.0, -29.0)"
IG42,"(-12.0, -28.0)"
IG43,"(-12.0, -27.0)"
IG44,"(-12.0, -26.0)"
IG45,"(-12.0, -25.0)"
IG46,"(-12.0, -24.0)"
IG47,"(-12.0, -23.0)"
IG48,"(-12.0, -22.0)"
IG49,"(-12.0, -21.0)"
IG50,"(-10.0, -30.0)"
IG51,"(-10.0, -29.0)"
IG52,"(-10.0, -28.0)"
IG53,"(-10.0, -27.0)"
IG54,"(-10.0, -26.0)"
IG55,"(-10.0, -25.0)"
IG56,"(-10.0, -24.0)"
IG57,"(-10.0, -23.0)"
IG58,"(-10.0, -22.0)"
IG59,"(-10.0, -21.0)"
IG60,"(-8.0, -30.0)"
IG61,"(-8.0, -29.0)"
IG62,"(-8.0, -28.0)"
IG63,"(-8.0, -27.0)"
IG64,"(-8.0, -26.0)"
IG65,"(-8.0, -25.0)"
IG66,"(-8.0, -24.0)"
IG67,"(-8.0, -23.0)"
IG68,"(-8.0, -22.0)"
IG69,"(-8.0, -21.0)"
IG70,"(-6.0, -30.0)"
IG71,"(-6.0, -29.0)"
IG72,"(-6.0, -28.0)"
IG73,"(-6.0, -27.0)"
IG74,"(-6.0, -26.0)"
IG75,"(-6.0, -25.0)"
IG76,"(-6.0, -24.0)"
IG77,"(-6.0, -23.0)"
IG78,"(-6.0, -22.0)"
IG79,"(-6.0, -21.0)"
IG80,"(-4.0, -30.0)"
IG81,"(-4.0, -29.0)"
IG82,"(-4.0, -28.0)"
IG83,"(-4.0, -27.0)"
IG84,"(-4.0, -26.0)"
IG85,"(-4.0, -25.0)"
IG86,"(-4.0, -24.0)"
IG87,"(-4.0, -23.0)"
IG88,"(-4.0, -22.0)"
IG89,"(-4.0, -21.0)"
IG90,"(-2.0, -30.0)"
IG91,"(-2.0, -29.0)"
IG92,"(-2.0, -28.0)"
IG93,"(-2.0, -27.0)"
IG94,"(-2.0, -26.0)"
IG95,"(-2.0, -25.0)"
IG96,"(-2.0, -24.0)"
IG97,"(-2.0, -23.0)"
IG98,"(-2.0, -22.0)"
IG99,"(-2.0, -21.0)"
IH00,"(-20.0, -20.0)"
IH01,"(-20.0, -19.0)"
IH02,"(-20.0, -18.0)"
IH03,"(-20.0, -17.0)"
IH04,"(-20.0, -16.0)"
IH05,"(-20.0, -15.0)"
IH06,"(-20.0, -14.0)"
IH07,"(-20.0, -13.0)"
IH08,"(-20.0, -12.0)"
IH09,"(-20.0, -11.0)"
IH10,"(-18.0, -20.0)"
IH11,"(-18.0, -19.0)"
IH12,"(-18.0, -18.0)"
IH13,"(-18.0, -17.0)"
IH14,"(-18.0, -16.0)"
IH15,"(-18.0, -15.0)"
IH16,"(-18.0, -14.0)"
IH17,"(-18.0, -13.0)"
IH18,"(-18.0, -12.0)"
IH19,"(-18.0, -11.0)"
IH20,"(-16.0, -20.0)"
IH21,"(-16.0, -19.0)"
IH22,"(-16.0, -18.0)"
IH23,"(-16.0, -17.0)"
IH24,"(-16.0, -16.0)"
IH25,"(-16.0, -15.0)"
IH26,"(-16.0, -14.0)"
IH27,"(-16.0, -13.0)"
IH28,"(-16.0, -12.0)"
IH29,"(-16.0, -11.0)"
IH30,"(-14.0, -20.0)"
IH31,"(-14.0, -19.0)"
IH32,"(-14.0, -18.0)"
IH33,"(-14.0, -17.0)"
IH34,"(-14.0, -16.0)"
IH35,"(-14.0, -15.0)"
IH36,"(-14.0, -14.0)"
IH37,"(-14.0, -13.0)"
IH38,"(-14.0, -12.0)"
IH39,"(-14.0, -11.0)"
IH40,"(-12.0, -20.0)"
IH41,"(-12.0, -19.0)"
IH42,"(-12.0, -18.0)"
IH43,"(-12.0, -17.0)"
IH44,"(-12.0, -16.0)"
IH45,"(-12.0, -15.0)"
IH46,"(-12.0, -14.0)"
IH47,"(-12.0, -13.0)"
IH48,"(-12.0, -12.0)"
IH49,"(-12.0, -11.0)"
IH50,"(-10.0, -20.0)"
IH51,"(-10.0, -19.0)"
IH52,"(-10.0, -18.0)"
IH53,"(-10.0, -17.0)"
IH54,"(-10.0, -16.0)"
IH55,"(-10.0, -15.0)"
IH56,"(-10.0, -14.0)"
IH57,"(-10.0, -13.0)"
IH58,"(-10.0, -12.0)"
IH59,"(-10.0, -11.0)"
IH60,"(-8.0, -20.0)"
IH61,"(-8.0, -19.0)"
IH62,"(-8.0, -18.0)"
IH63,"(-8.0, -17.0)"
IH64,"(-8.0, -16.0)"
IH65,"(-8.0, -15.0)"
IH66,"(-8.0, -14.0)"
IH67,"(-8.0, -13.0)"
IH68,"(-8.0, -12.0)"
IH69,"(-8.0, -11.0)"
IH70,"(-6.0, -20.0)"
IH71,"(-6.0, -19.0)"
IH72,"(-6.0, -18.0)"
IH73,"(-6.0, -17.0)"
IH74,"(-6.0, -16.0)"
IH75,"(-6.0, -15.0)"
IH76,"(-6.0, -14.0)"
IH77,"(-6.0, -13.0)"
IH78,"(-6.0, -12.0)"
IH79,"(-6.0, -11.0)"
IH80,"(-4.0, -20.0)"
IH81,"(-4.0, -19.0)"
IH82,"(-4.0, -18.0)"
IH83,"(-4.0, -17.0)"
IH84,"(-4.0, -16.0)"
IH85,"(-4.0, -15.0)"
IH86,"(-4.0, -14.0)"
IH87,"(-4.0, -13.0)"
IH88,"(-4.0, -12.0)"
IH89,"(-4.0, -11.0)"
IH90,"(-2.0, -20.0)"
IH91,"(-2.0, -19.0)"
IH92,"(-2.0, -18.0)"
IH93,"(-2.0, -17.0)"
IH94,"(-2.0, -16.0)"
IH95,"(-2.0, -15.0)"
IH96,"(-2.0, -14.0)"
IH97,"(-2.0, -13.0)"
IH98,"(-2.0, -12.0)"
IH99,"(-2.0, -11.0)"
II00,"(-20.0, -10.0)"
II01,"(-20.0, -9.0)"
II02,"(-20.0, -8.0)"
II03,"(-20.0, -7.0)"
II04,"(-20.0, -6.0)"
II05,"(-20.0, -5.0)"
II06,"(-20.0, -4.0)"
II07,"(-20.0, -3.0)"
II08,"(-20.0, -2.0)"
II09,"(-20.0, -1.0)"
II10,"(-18.0, -10.0)"
II11,"(-18.0, -9.0)"
II12,"(-18.0, -8.0)"
II13,"(-18.0, -7.0)"
II14,"(-18.0, -6.0)"
II15,"(-18.0, -5.0)"
II16,"(-18.0, -4.0)"
II17,"(-18.0, -3.0)"
II18,"(-18.0, -2.0)"
II19,"(-18.0, -1.0)"
II20,"(-16.0, -10.0)"
II21,"(-16.0, -9.0)"
II22,"(-16.0, -8.0)"
II23,"(-16.0, -7.0)"
II24,"(-16.0, -6.0)"
II25,"(-16.0, -5.0)"
II26,"(-16.0, -4.0)"
II27,"(-16.0, -3.0)"
II28,"(-16.0, -2.0)"
II29,"(-16.0, -1.0)"
II30,"(-14.0, -10.0)"
II31,"(-14.0, -9.0)"
II32,"(-14.0, -8.0)"
II33,"(-14.0, -7.0)"
II34,"(-14.0, -6.0)"
II35,"(-14.0, -5.0)"
II36,"(-14.0, -4.0)"
II37,"(-14.0, -3.0)"
II38,"(-14.0, -2.0)"
II39,"(-14.0, -1.0)"
II40,"(-12.0, -10.0)"
II41,"(-12.0, -9.0)"
II42,"(-12.0, -8.0)"
II43,"(-12.0, -7.0)"
II44,"(-12.0, -6.0)"
II45,"(-12.0, -5.0)"
II46,"(-12.0, -4.0)"
II47,"(-12.0, -3.0)"
II48,"(-12.0, -2.0)"
II49,"(-12.0, -1.0)"
II50,"(-10.0, -10.0)"
II51,"(-10.0, -9.0)"
II52,"(-10.0, -8.0)"
II53,"(-10.0, -7.0)"
II54,"(-10.0, -6.0)"
II55,"(-10.0, -5.0)"
II56,"(-10.0, -4.0)"
II57,"(-10.0, -3.0)"
II58,"(-10.0, -2.0)"
II59,"(-10.0, -1.0)"
II60,"(-8.0, -10.0)"
II61,"(-8.0, -9.0)"
II62,"(-8.0, -8.0)"
II63,"(-8.0, -7.0)"
II64,"(-8.0, -6.0)"
II65,"(-8.0, -5.0)"
II66,"(-8.0, -4.0)"
II67,"(-8.0, -3.0)"
II68,"(-8.0, -2.0)"
II69,"(-8.0, -1.0)"
II70,"(-6.0, -10.0)"
II71,"(-6.0, -9.0)"
II72,"(-6.0, -8.0)"
II73,"(-6.0, -7.0)"
II74,"(-6.0, -6.0)"
II75,"(-6.0, -5.0)"
II76,"(-6.0, -4.0)"
II77,"(-6.0, -3.0)"
II78,"(-6.0, -2.0)"
II79,"(-6.0, -1.0)"
II80,"(-4.0, -10.0)"
II81,"(-4.0, -9.0)"
II82,"(-4.0, -8.0)"
II83,"(-4.0, -7.0)"
II84,"(-4.0, -6.0)"
II85,"(-4.0, -5.0)"
II86,"(-4.0, -4.0)"
II87,"(-4.0, -3.0)"
II88,"(-4.0, -2.0)"
II89,"(-4.0, -1.0)"
II90,"(-2.0, -10.0)"
II91,"(-2.0, -9.0)"
II92,"(-2.0, -8.0)"
II93,"(-2.0, -7.0)"
II94,"(-2.0, -6.0)"
II95,"(-2.0, -5.0)"
II96,"(-2.0, -4.0)"
II97,"(-2.0, -3.0)"
II98,"(-2.0, -2.0)"
II99,"(-2.0, -1.0)"
IJ00,"(-20.0, 0.0)"
IJ01,"(-20.0, 1.0)"
IJ02,"(-20.0, 2.0)"
IJ03,"(-20.0, 3.0)"
IJ04,"(-20.0, 4.0)"
IJ05,"(-20.0, 5.0)"
IJ06,"(-20.0, 6.0)"
IJ07,"(-20.0, 7.0)"
IJ08,"(-20.0, 8.0)"
IJ09,"(-20.0, 9.0)"
IJ10,"(-18.0, 0.0)"
IJ11,"(-18.0, 1.0)"
IJ12,"(-18.0, 2.0)"
IJ13,"(-18.0, 3.0)"
IJ14,"(-18.0, 4.0)"
IJ15,"(-18.0, 5.0)"
IJ16,"(-18.0, 6.0)"
IJ17,"(-18.0, 7.0)"
IJ18,"(-18.0, 8.0)"
IJ19,"(-18.0, 9.0)"
IJ20,"(-16.0, 0.0)"
IJ21,"(-16.0, 1.0)"
IJ22,"(-16.0, 2.0)"
IJ23,"(-16.0, 3.0)"
IJ24,"(-16.0, 4.0)"
IJ25,"(-16.0, 5.0)"
IJ26,"(-16.0, 6.0)"
IJ27,"(-16.0, 7.0)"
IJ28,"(-16.0, 8.0)"
IJ29,"(-16.0, 9.0)"
IJ30,"(-14.0, 0.0)"
IJ31,"(-14.0, 1.0)"
IJ32,"(-14.0, 2.0)"
IJ33,"(-14.0, 3.0)"
IJ34,"(-14.0, 4.0)"
IJ35,"(-14.0, 5.0)"
IJ36,"(-14.0, 6.0)"
IJ37,"(-14.0, 7.0)"
IJ38,"(-14.0, 8.0)"
IJ39,"(-14.0, 9.0)"
IJ40,"(-12.0, 0.0)"
IJ41,"(-12.0, 1.0)"
IJ42,"(-12.0, 2.0)"
IJ43,"(-12.0, 3.0)"
IJ44,"(-12.0, 4.0)"
IJ45,"(-12.0, 5.0)"
IJ46,"(-12.0, 6.0)"
IJ47,"(-12.0, 7.0)"
IJ48,"(-12.0, 8.0)"
IJ49,"(-12.0, 9.0)"
IJ50,"(-10.0, 0.0)"
IJ51,"(-10.0, 1.0)"
IJ52,"(-10.0, 2.0)"
IJ53,"(-10.0, 3.0)"
IJ54,"(-10.0, 4.0)"
IJ55,"(-10.0, 5.0)"
IJ56,"(-10.0, 6.0)"
IJ57,"(-10.0, 7.0)"
IJ58,"(-10.0, 8.0)"
IJ59,"(-10.0, 9.0)"
IJ60,"(-8.0, 0.0)"
IJ61,"(-8.0, 1.0)"
IJ62,"(-8.0, 2.0)"
IJ63,"(-8.0, 3.0)"
IJ64,"(-8.0, 4.0)"
IJ65,"(-8.0, 5.0)"
IJ66,"(-8.0, 6.0)"
IJ67,"(-8.0, 7.0)"
IJ68,"(-8.0, 8.0)"
IJ69,"(-8.0, 9.0)"
IJ70,"(-6.0, 0.0)"
IJ71,"(-6.0, 1.0)"
IJ72,"(-6.0, 2.0)"
IJ73,"(-6.0, 3.0)"
IJ74,"(-6.0, 4.0)"
IJ75,"(-6.0, 5.0)"
IJ76,"(-6.0, 6.0)"
IJ77,"(-6.0, 7.0)"
IJ78,"(-6.0, 8.0)"
IJ79,"(-6.0, 9.0)"
IJ80,"(-4.0, 0.0)"
IJ81,"(-4.0, 1.0)"
IJ82,"(-4.0, 2.0)"
IJ83,"(-4.0, 3.0)"
IJ84,"(-4.0, 4.0)"
IJ85,"(-4.0, 5.0)"
IJ86,"(-4.0, 6.0)"
IJ87,"(-4.0, 7.0)"
IJ88,"(-4.0, 8.0)"
IJ89,"(-4.0, 9.0)"
IJ90,"(-2.0, 0.0)"
IJ91,"(-2.0, 1.0)"
IJ92,"(-2.0, 2.0)"
IJ93,"(-2.0, 3.0)"
IJ94,"(-2.0, 4.0)"
IJ95,"(-2.0, 5.0)"
IJ96,"(-2.0, 6.0)"
IJ97,"(-2.0, 7.0)"
IJ98,"(-2.0, 8.0)"
IJ99,"(-2.0, 9.0)"
IK00,"(-20.0, 10.0)"
IK01,"(-20.0, 11.0)"
IK02,"(-20.0, 12.0)"
IK03,"(-20.0, 13.0)"
IK04,"(-20.0, 14.0)"
IK05,"(-20.0, 15.0)"
IK06,"(-20.0, 16.0)"
IK07,"(-20.0, 17.0)"
IK08,"(-20.0, 18.0)"
IK09,"(-20.0, 19.0)"
IK10,"(-18.0, 10.0)"
IK11,"(-18.0, 11.0)"
IK12,"(-18.0, 12.0)"
IK13,"(-18.0, 13.0)"
IK14,"(-18.0, 14.0)"
IK15,"(-18.0, 15.0)"
IK16,"(-18.0, 16.0)"
IK17,"(-18.0, 17.0)"
IK18,"(-18.0, 18.0)"
IK19,"(-18.0, 19.0)"
IK20,"(-16.0, 10.0)"
IK21,"(-16.0, 11.0)"
IK22,"(-16.0, 12.0)"
IK23,"(-16.0, 13.0)"
IK24,"(-16.0, 14.0)"
IK25,"(-16.0, 15.0)"
IK26,"(-16.0, 16.0)"
IK27,"(-16.0, 17.0)"
IK28,"(-16.0, 18.0)"
IK29,"(-16.0, 19.0)"
IK30,"(-14.0, 10.0)"
IK31,"(-14.0, 11.0)"
IK32,"(-14.0, 12.0)"
IK33,"(-14.0, 13.0)"
IK34,"(-14.0, 14.0)"
IK35,"(-14.0, 15.0)"
IK36,"(-14.0, 16.0)"
IK37,"(-14.0, 17.0)"
IK38,"(-14.0, 18.0)"
IK39,"(-14.0, 19.0)"
IK40,"(-12.0, 10.0)"
IK41,"(-12.0, 11.0)"
IK42,"(-12.0, 12.0)"
IK43,"(-12.0, 13.0)"
IK44,"(-12.0, 14.0)"
IK45,"(-12.0, 15.0)"
IK46,"(-12.0, 16.0)"
IK47,"(-12.0, 17.0)"
IK48,"(-12.0, 18.0)"
IK49,"(-12.0, 19.0)"
IK50,"(-10.0, 10.0)"
IK51,"(-10.0, 11.0)"
IK52,"(-10.0, 12.0)"
IK53,"(-10.0, 13.0)"
IK54,"(-10.0, 14.0)"
IK55,"(-10.0, 15.0)"
IK56,"(-10.0, 16.0)"
IK57,"(-10.0, 17.0)"
IK58,"(-10.0, 18.0)"
IK59,"(-10.0, 19.0)"
IK60,"(-8.0, 10.0)"
IK61,"(-8.0, 11.0)"
IK62,"(-8.0, 12.0)"
IK63,"(-8.0, 13.0)"
IK64,"(-8.0, 14.0)"
IK65,"(-8.0, 15.0)"
IK66,"(-8.0, 16.0)"
IK67,"(-8.0, 17.0)"
IK68,"(-8.0, 18.0)"
IK69,"(-8.0, 19.0)"
IK70,"(-6.0, 10.0)"
IK71,"(-6.0, 11.0)"
IK72,"(-6.0, 12.0)"
IK73,"(-6.0, 13.0)"
IK74,"(-6.0, 14.0)"
IK75,"(-6.0, 15.0)"
IK76,"(-6.0, 16.0)"
IK77,"(-6.0, 17.0)"
IK78,"(-6.0, 18.0)"
IK79,"(-6.0, 19.0)"
IK80,"(-4.0, 10.0)"
IK81,"(-4.0, 11.0)"
IK82,"(-4.0, 12.0)"
IK83,"(-4.0, 13.0)"
IK84,"(-4.0, 14.0)"
IK85,"(-4.0, 15.0)"
IK86,"(-4.0, 16.0)"
IK87,"(-4.0, 17.0)"
IK88,"(-4.0, 18.0)"
IK89,"(-4.0, 19.0)"
IK90,"(-2.0, 10.0)"
IK91,"(-2.0, 11.0)"
IK92,"(-2.0, 12.0)"
IK93,"(-2.0, 13.0)"
IK94,"(-2.0, 14.0)"
IK95,"(-2.0, 15.0)"
IK96,"(-2.0, 16.0)"
IK97,"(-2.0, 17.0)"
IK98,"(-2.0, 18.0)"
IK99,"(-2.0, 19.0)"
IL00,"(-20.0, 20.0)"
IL01,"(-20.0, 21.0)"
IL02,"(-20.0, 22.0)"
IL03,"(-20.0, 23.0)"
IL04,"(-20.0, 24.0)"
IL05,"(-20.0, 25.0)"
IL06,"(-20.0, 26.0)"
IL07,"(-20.0, 27.0)"
IL08,"(-20.0, 28.0)"
IL09,"(-20.0, 29.0)"
IL10,"(-18.0, 20.0)"
IL11,"(-18.0, 21.0)"
IL12,"(-18.0, 22.0)"
IL13,"(-18.0, 23.0)"
IL14,"(-18.0, 24.0)"
IL15,"(-18.0, 25.0)"
IL16,"(-18.0, 26.0)"
IL17,"(-18.0, 27.0)"
IL18,"(-18.0, 28.0)"
IL19,"(-18.0, 29.0)"
IL20,"(-16.0, 20.0)"
IL21,"(-16.0, 21.0)"
IL22,"(-16.0, 22.0)"
IL23,"(-16.0, 23.0)"
IL24,"(-16.0, 24.0)"
IL25,"(-16.0, 25.0)"
IL26,"(-16.0, 26.0)"
IL27,"(-16.0, 27.0)"
IL28,"(-16.0, 28.0)"
IL29,"(-16.0, 29.0)"
IL30,"(-14.0, 20.0)"
IL31,"(-14.0, 21.0)"
IL32,"(-14.0, 22.0)"
IL33,"(-14.0, 23.0)"
IL34,"(-14.0, 24.0)"
IL35,"(-14.0, 25.0)"
IL36,"(-14.0, 26.0)"
IL37,"(-14.0, 27.0)"
IL38,"(-14.0, 28.0)"
IL39,"(-14.0, 29.0)"
IL40,"(-12.0, 20.0)"
IL41,"(-12.0, 21.0)"
IL42,"(-12.0, 22.0)"
